distance_km,delivery_time_min
47.9,149.36
15.17,47.0
23.99,74.6
24.46,71.11
18.85,56.39
8.0,29.82
35.36,103.28
10.18,31.15
34.28,104.74
40.2,124.86
1.65,10.94
36.72,113.83
32.08,97.66
10.19,32.92
31.2,100.21
21.33,63.58
4.69,25.15
26.42,80.82
48.68,156.28
32.62,94.79
16.86,55.19
28.39,93.53
37.02,119.6
8.23,26.66
26.68,85.83
25.59,84.04
19.14,59.46
37.48,114.54
28.47,87.52
35.1,108.53
30.0,102.58
39.16,122.98
31.88,102.26
34.05,98.89
11.66,40.64
42.37,129.61
8.19,31.48
17.32,64.32
44.53,128.57
5.87,21.84
43.4,136.33
24.03,71.9
9.59,34.94
36.99,113.32
14.55,44.26
34.06,110.03
39.65,120.0
28.68,89.26
39.41,126.97
46.78,153.56
27.74,85.49
8.04,31.31
35.63,116.41
20.8,64.42
26.8,79.85
31.53,99.97
36.02,115.03
32.17,99.43
12.03,38.37
37.53,108.85
40.46,128.14
2.36,18.0
15.75,47.26
48.9,146.57
9.3,27.68
9.55,31.09
29.77,96.41
17.24,55.1
33.03,106.01
13.5,39.46
21.59,65.44
49.92,151.61
18.99,60.6
4.77,18.03
37.25,117.96
29.63,93.06
22.51,74.91
45.48,143.9
7.76,25.29
24.74,76.38
9.99,32.56
4.63,22.94
22.4,72.42
47.39,146.6
36.24,113.7
12.11,47.61
23.4,81.45
39.97,124.77
10.17,43.45
10.58,38.85
9.46,33.1
30.57,98.62
1.93,10.35
29.59,89.82
41.36,131.5
39.24,126.3
33.51,101.59
11.36,36.97
40.91,124.76
47.89,152.93
9.6,30.58
45.56,148.57
42.72,134.28
48.97,153.12
16.3,54.72
46.74,142.52
9.39,29.56
9.17,27.85
5.8,16.96
21.67,72.23
1.1,7.99
19.38,62.76
31.48,97.56
4.37,15.64
41.01,127.03
14.99,50.43
2.8,13.34
19.04,59.06
7.35,26.48
39.87,121.97
17.03,63.44
6.29,27.59
22.96,79.93
22.87,71.19
14.14,45.92
16.69,57.68
38.56,116.21
32.12,100.99
11.13,45.88
47.44,152.05
15.58,50.62
26.91,86.34
28.77,89.95
11.08,44.18
14.92,50.13
24.29,82.25
13.19,51.79
15.63,51.28
30.85,94.93
36.82,114.09
40.15,123.9
6.53,27.45
36.98,105.88
46.85,149.16
29.25,99.25
30.43,92.65
47.79,145.2
43.54,129.35
28.1,85.62
38.41,126.07
9.45,29.07
20.95,68.45
35.91,107.63
14.78,50.02
22.97,71.99
9.05,36.16
44.94,141.79
44.84,142.84
24.18,77.0
10.0,31.31
34.12,106.17
11.07,43.08
11.82,36.85
48.62,148.67
5.43,24.15
19.27,60.59
27.97,92.29
5.84,24.64
2.43,12.91
27.35,91.27
6.17,26.6
12.93,39.38
25.12,80.43
17.7,61.77
35.67,107.53
48.14,153.57
37.78,120.04
50.0,157.54
19.75,66.21
15.61,56.4
11.02,32.01
44.3,138.71
19.8,63.91
35.69,107.2
33.9,112.81
3.33,12.67
44.04,139.08
24.58,74.5
11.57,36.43
48.96,149.63
37.78,123.58
31.03,97.17
49.42,149.4
37.95,118.21
6.5,23.1
49.56,155.33
30.08,98.7
15.32,45.17
40.97,125.71
2.87,11.9
32.89,99.06
8.38,26.73
4.83,22.46
18.02,60.67
18.14,56.73
30.23,93.39
28.49,95.22
34.55,112.34
9.12,32.52
43.61,133.55
43.0,138.4
11.21,37.65
23.94,74.16
24.66,75.05
46.1,138.48
45.33,136.84
3.84,17.8
47.92,150.03
3.89,24.15
27.7,92.79
15.92,51.64
19.83,62.02
31.52,104.63
29.4,95.2
8.79,35.25
48.5,148.78
1.92,6.0
17.5,55.81
40.17,130.11
42.62,138.67
39.97,126.66
18.94,63.71
33.83,100.23
38.33,121.01
29.11,90.56
34.11,105.06
27.9,89.26
3.22,15.3
14.03,45.63
35.28,109.81
12.46,40.96
23.05,74.68
26.96,91.29
33.71,111.7
13.33,39.77
29.96,89.98
30.03,94.04
42.33,128.8
27.83,88.2
15.11,48.45
26.37,85.8
5.81,23.34
30.58,91.62
45.85,141.63
26.73,83.08
14.96,46.48
20.57,68.5
45.14,141.04
40.75,125.27
40.26,127.32
28.42,91.98
20.12,62.34
7.06,36.87
48.79,154.29
9.37,30.72
12.98,46.32
38.33,116.17
17.86,57.27
29.4,94.27
38.2,121.13
28.03,92.12
24.79,67.62
3.01,9.7
24.64,82.31
23.02,73.25
44.09,140.33
22.65,73.37
31.68,99.65
38.8,119.02
23.65,73.14
13.41,49.32
44.75,141.06
44.83,139.32
45.04,138.74
14.0,46.42
16.12,48.88
45.98,139.37
6.73,28.85
32.97,101.05
14.97,49.36
36.2,115.05
41.77,132.14
20.7,61.57
7.98,25.86
36.75,116.12
3.26,19.08
1.24,5.26
43.92,143.89
40.93,125.39
29.31,90.67
33.44,102.81
47.65,144.85
3.61,14.93
11.22,40.41
36.6,120.89
13.57,49.08
10.76,37.03
22.39,71.8
36.32,118.31
10.92,31.2
21.76,67.78
26.18,76.26
9.03,31.23
24.1,75.69
43.36,132.93
37.43,118.72
25.42,77.99
6.7,22.62
1.66,12.14
3.83,12.77
37.64,115.77
35.37,110.7
37.43,119.2
15.71,55.4
4.95,19.28
35.86,118.45
46.16,141.52
22.88,74.16
38.33,123.07
36.54,110.2
42.76,138.97
1.9,8.06
47.79,150.24
43.34,130.86
43.89,132.08
49.82,153.85
32.15,106.17
4.54,22.06
41.23,130.54
7.18,34.83
37.03,113.69
21.49,77.38
0.83,4.15
22.07,70.42
39.93,125.55
4.83,20.45
0.61,9.48
22.91,68.28
0.57,9.52
46.77,137.24
41.33,127.46
31.69,96.0
1.36,8.3
28.71,88.56
33.72,105.28
29.58,97.69
47.37,141.54
41.65,131.53
18.57,66.33
34.89,120.76
23.33,73.06
46.45,142.04
31.1,93.28
29.31,86.31
25.28,82.69
19.2,68.02
7.83,32.24
14.06,43.63
16.96,60.15
8.12,35.22
40.73,125.05
0.61,14.04
45.83,143.0
6.85,26.58
3.02,12.75
49.76,146.64
49.99,154.15
9.99,34.6
7.12,25.25
10.29,31.29
25.81,85.17
16.4,51.86
17.15,50.82
40.57,124.58
44.56,137.86
48.51,156.21
25.98,78.92
12.68,37.92
27.97,82.41
43.62,128.72
2.03,15.64
45.61,152.33
11.71,45.98
15.87,51.06
18.52,63.21
45.73,145.69
9.21,32.56
11.54,44.31
36.69,110.34
46.77,152.18
5.68,20.67
26.35,86.89
45.77,140.17
44.36,136.57
47.45,143.06
45.15,142.1
16.08,52.72
10.8,38.58
45.12,137.52
35.74,115.13
19.24,60.28
35.79,115.4
15.71,52.31
29.28,96.75
12.05,40.14
28.31,84.74
46.2,141.6
38.69,120.25
32.98,103.02
12.68,36.48
3.64,14.72
35.67,104.95
29.02,93.04
11.02,35.24
46.77,144.27
27.82,89.11
28.81,93.98
15.29,54.6
44.03,134.01
44.62,136.23
35.9,110.95
5.41,18.25
4.68,19.01
23.73,74.83
7.53,32.59
16.93,63.77
8.98,29.41
15.85,51.9
47.17,146.49
37.79,118.48
7.35,22.49
33.61,109.95
2.01,10.17
49.19,161.35
26.82,85.47
25.52,80.61
12.4,45.58
23.16,81.46
26.55,84.6
33.08,106.26
2.77,9.92
17.44,54.08
19.66,61.97
7.88,30.23
12.37,48.7
12.22,35.34
40.61,124.95
34.52,113.54
46.18,149.58
15.84,57.02
44.14,137.33
43.26,138.05
22.67,69.08
31.67,101.67
30.1,89.95
15.74,51.48
13.47,39.88
8.86,39.86
41.96,130.86
26.91,90.67
17.25,45.94
25.74,82.1
4.49,20.79
5.75,28.4
38.09,123.02
45.11,141.43
16.35,46.82
20.75,66.12
19.0,63.05
24.21,77.21
20.99,68.05
19.62,61.62
33.17,107.32
13.97,49.72
47.16,151.7
15.77,48.23
11.12,41.78
48.61,146.17
11.83,37.2
27.07,95.43
16.78,52.33
4.34,14.06
47.67,149.78
19.03,64.1
32.42,99.23
43.18,131.78
27.87,84.78
35.79,113.88
39.34,124.77
19.39,61.24
31.62,97.1
10.69,38.41
3.24,12.09
49.34,153.01
5.08,22.71
21.72,74.75
3.84,15.7
46.17,144.94
5.9,23.48
39.43,115.1
35.93,107.76
2.73,9.86
36.2,116.54
48.48,149.46
26.29,79.68
14.83,50.59
27.48,78.49
6.49,25.4
47.82,153.2
18.58,55.63
23.12,78.3
20.37,67.96
1.88,10.19
2.2,4.85
28.34,93.13
25.37,83.79
49.33,153.16
13.53,41.82
18.74,58.11
49.4,150.23
2.87,15.87
32.31,104.01
5.53,16.05
47.35,146.44
14.76,58.03
40.8,127.2
45.61,139.48
42.43,130.99
28.07,79.34
48.68,149.05
33.99,106.91
39.41,126.55
12.58,33.98
21.21,73.75
30.11,95.18
7.72,25.51
48.3,149.5
5.93,25.43
36.78,119.5
3.37,14.45
5.58,24.9
31.36,101.41
22.9,69.84
0.68,4.86
19.99,64.68
12.88,46.37
43.64,133.4
35.55,114.76
37.01,112.35
47.57,150.45
35.64,107.14
8.45,35.87
46.9,140.14
6.1,25.14
10.03,33.36
14.61,46.27
9.17,36.01
1.41,11.49
23.23,74.6
34.55,110.47
21.35,76.08
12.12,34.11
44.2,127.09
19.72,62.43
42.02,129.84
9.34,35.07
17.0,56.72
40.27,126.11
2.01,7.25
46.06,144.23
20.13,68.98
48.91,153.01
35.22,111.06
47.49,151.04
3.78,15.84
36.24,113.14
43.84,139.7
49.38,153.48
2.15,10.69
4.62,24.08
36.72,111.78
2.43,12.07
1.06,4.36
27.48,85.98
26.71,87.04
30.87,96.78
1.2,14.25
25.41,76.46
14.69,49.77
37.92,120.41
17.74,59.22
18.15,64.93
32.88,107.38
33.2,98.57
3.39,19.81
31.49,101.39
33.06,105.45
23.15,71.44
41.48,128.17
0.95,7.25
48.43,147.62
19.11,59.67
29.99,95.12
2.2,13.3
35.59,119.91
27.41,87.43
48.04,158.0
21.42,69.5
36.23,112.94
4.17,17.05
3.69,10.85
47.48,145.89
13.04,44.05
45.66,145.49
4.84,13.13
32.07,105.1
27.8,94.98
48.33,148.12
20.5,60.17
2.9,6.57
23.97,69.74
41.3,132.4
3.1,15.23
2.29,12.6
41.18,123.74
41.29,132.14
10.4,33.61
33.05,103.28
3.68,20.01
38.4,121.64
15.61,50.22
11.91,38.29
34.04,108.35
45.62,148.38
2.55,17.31
7.61,26.11
13.16,39.9
46.43,151.32
43.92,140.33
45.41,145.48
19.23,64.23
11.97,40.36
9.99,36.01
44.16,137.33
11.95,41.23
26.78,87.16
16.92,59.1
25.2,80.75
17.62,55.75
15.0,49.47
21.65,69.9
16.98,52.81
42.06,128.12
29.24,89.36
9.22,41.49
12.18,44.1
3.15,15.33
15.33,51.67
33.64,112.78
9.56,27.58
5.41,22.88
16.39,56.1
30.82,92.38
23.9,81.67
16.94,56.56
44.21,136.26
23.69,71.81
23.02,72.69
2.07,12.23
32.15,103.64
23.24,72.58
7.68,34.44
12.57,45.59
10.52,39.46
6.54,26.79
22.06,68.12
18.48,51.15
18.33,60.74
12.95,39.52
22.1,72.77
27.6,91.08
30.77,89.09
11.38,39.41
36.53,117.73
1.84,17.88
37.65,119.25
14.51,52.11
18.82,59.37
29.25,102.8
30.72,94.16
21.35,58.77
46.93,149.09
42.99,133.26
11.64,46.96
29.65,89.06
36.19,111.24
11.24,40.08
1.41,12.49
48.79,153.34
47.94,148.8
16.36,55.51
12.34,37.01
8.15,25.85
34.51,98.27
37.89,120.05
21.31,65.77
12.52,37.21
22.71,62.75
26.06,83.75
27.4,81.96
22.45,65.25
0.68,4.48
23.85,78.85
17.69,65.35
28.05,89.22
3.93,18.56
44.02,139.26
43.83,138.12
28.42,91.8
36.99,117.61
22.18,74.08
29.72,88.12
31.07,99.43
18.02,60.79
48.06,148.59
30.33,92.65
49.53,150.1
21.9,64.53
2.1,4.09
15.47,57.05
32.71,110.73
45.56,136.26
30.95,99.13
23.85,77.79
4.5,20.72
7.67,27.91
3.15,20.08
35.7,113.3
41.64,134.81
8.64,32.34
16.6,52.01
24.22,80.0
7.57,19.56
21.1,73.08
48.36,151.62
36.1,112.13
8.76,28.06
5.39,22.82
22.53,69.07
49.4,149.16
39.77,119.12
15.01,47.11
1.8,10.57
20.86,74.85
8.45,26.16
9.42,47.78
8.53,33.46
36.12,110.98
2.27,14.08
28.45,91.88
37.75,114.88
8.24,28.8
44.7,143.83
4.37,18.53
34.29,106.26
9.01,32.89
40.4,133.22
28.78,87.76
29.67,95.33
17.63,53.3
14.52,40.72
23.43,77.71
38.01,123.71
8.83,38.78
40.91,131.25
24.25,77.43
22.88,69.12
1.32,10.89
6.65,25.51
21.88,69.7
49.07,153.12
12.88,43.17
1.01,13.56
22.07,67.37
1.29,13.91
17.14,54.01
18.03,66.67
0.62,8.55
39.09,131.37
45.69,140.2
49.94,153.67
25.68,83.92
15.68,58.65
36.01,122.15
36.95,114.71
19.27,65.2
28.5,90.91
41.18,123.69
9.86,36.42
1.51,9.77
27.21,95.74
33.39,103.24
28.96,95.04
30.01,99.23
19.96,64.41
32.75,103.98
2.62,13.11
7.98,33.02
22.52,74.85
47.18,143.09
32.4,100.47
18.09,60.15
23.17,80.51
42.36,131.72
27.35,83.11
2.87,19.79
21.13,73.65
19.71,66.49
45.04,138.64
15.62,60.73
3.7,20.82
18.06,56.95
2.67,17.56
41.7,125.97
29.72,95.11
23.73,83.78
18.31,62.52
21.17,70.55
39.5,123.89
9.41,29.91
4.04,19.93
28.31,87.36
43.02,138.18
28.33,89.3
39.91,121.43
44.69,140.3
4.31,15.61
29.66,88.11
41.72,124.3
32.36,95.64
29.78,93.98
39.51,127.17
35.51,110.44
25.33,78.7
2.68,5.14
30.86,94.52
11.05,36.33
13.08,38.29
34.14,106.63
22.93,77.5
35.98,108.85
19.93,57.4
43.57,130.66
21.64,61.51
24.94,78.06
6.75,24.37
25.43,80.46
12.37,47.73
38.27,116.63
35.85,105.3
1.28,7.86
24.94,80.25
2.75,12.66
28.68,100.33
45.13,145.21
43.42,143.69
12.57,43.65
7.44,22.83
39.66,126.91
27.54,89.68
21.48,66.09
40.62,123.88
13.0,49.63
11.62,38.73
30.79,103.25
13.99,39.83
21.63,73.25
23.01,76.16
10.65,38.34
3.55,14.1
38.45,119.68
39.29,124.42
30.12,95.49
7.86,30.4
24.07,78.55
9.31,36.34
44.12,133.08
35.02,105.28
2.05,16.6
0.58,9.53
49.2,154.38
2.47,5.73
43.36,141.25
47.81,150.37
15.75,54.26
27.24,97.83
32.55,114.46
26.26,85.98
11.07,29.36
29.27,91.59
13.3,43.45
8.67,30.5
25.52,84.92
18.91,63.3
1.86,13.6
47.51,151.36
2.46,15.0
45.2,145.61
9.89,42.09
7.52,25.55
3.92,17.2
21.57,66.89
29.55,94.75
45.23,141.83
39.3,122.64
8.4,24.41
8.8,28.11
0.9,7.26
34.55,106.24
1.37,4.9
7.36,26.06
31.91,110.74
7.94,28.78
8.08,24.8
12.08,45.76
19.57,57.08
0.89,9.92
37.43,114.19
38.8,128.3
18.65,66.84
40.01,126.78
14.6,53.1
49.29,151.16
20.19,73.25
33.61,113.04
16.46,53.85
22.82,70.2
32.43,94.08
17.7,60.19
33.0,100.11
7.73,31.84
24.45,79.99
14.01,39.49
46.04,146.78
41.32,124.91
24.63,78.52
22.96,77.95
41.78,138.21
34.68,113.63
34.32,109.58
27.64,85.26
43.19,136.49
9.88,38.57
43.16,132.16
26.28,80.25
31.26,95.31
48.14,148.95
21.51,70.46
33.57,105.38
26.35,84.78
46.61,139.83
24.64,77.47
13.18,44.52
24.4,76.48
45.88,142.45
25.29,75.92
7.73,24.81
27.31,78.18
19.69,61.04
32.66,106.75
12.45,40.2
16.45,56.62
26.07,80.35
6.35,33.29
10.92,39.59
40.17,136.12
46.99,146.61
48.49,151.94
46.89,147.26
47.13,140.73
41.14,132.83
36.91,119.73
11.98,47.69
22.37,71.53
20.2,66.44
36.65,115.33
24.03,81.39
18.33,55.03
40.8,123.17
37.62,123.06
18.76,61.47
21.26,62.69
44.71,137.98
36.77,115.52
34.65,108.69
35.73,112.0
5.56,24.39
28.39,86.96
14.9,52.1
4.7,19.53
36.69,109.69
15.56,49.14
15.85,54.88
32.17,100.49
33.48,105.24
23.97,77.38
28.05,89.78
42.52,138.27
5.8,27.64
3.73,10.82
32.98,106.14
30.39,98.1
9.7,32.91
26.33,79.15
37.41,117.97
36.72,112.26
29.99,85.96
6.96,38.87
15.55,50.32
20.59,59.33
39.52,120.19
27.42,89.0
36.79,113.27
46.21,147.33
31.38,107.87
12.24,47.81
7.41,31.64
0.53,3.0
9.19,36.66
13.83,50.26
13.85,47.09
33.52,99.81
7.94,24.07
22.06,72.59
0.74,4.13
13.43,43.34
2.53,11.34
35.62,110.61
18.04,61.55
24.26,77.84
38.19,118.35
43.21,131.62
26.08,79.3
32.66,102.7
36.93,112.43
14.62,50.06
35.51,108.26
32.86,105.84
22.43,70.61
17.37,55.38
48.7,147.98
49.32,149.54
34.91,110.32
19.52,67.62
37.7,126.35
34.12,107.75
27.48,87.68
7.03,23.97
47.36,149.28
12.02,43.06
19.97,62.23
17.45,58.96
8.11,23.36
1.71,13.64
46.53,144.67
37.1,113.04
1.53,9.08
34.54,109.37
6.92,32.09
36.34,120.01
25.51,81.89
48.9,155.57
21.9,60.92
37.57,120.09
2.54,13.71
46.81,144.99
28.34,84.61
16.05,57.27
6.78,24.73
32.22,100.53
37.44,115.36
4.72,19.1
8.65,33.34
19.58,61.08
42.66,134.9
49.16,152.09
37.38,120.1
0.78,12.59
45.22,140.39
1.81,14.5
44.91,145.68
20.81,71.26
37.22,116.08
4.81,18.92
8.66,30.6
22.81,66.42
2.41,11.57
19.79,62.54
37.72,116.26
32.91,101.08
17.91,59.74
0.94,3.0
13.85,44.36
38.92,119.61
17.36,57.73
19.19,66.81
4.17,24.17
30.28,95.25
31.28,96.9
21.83,67.15
38.15,124.8
43.9,136.01
37.65,109.58
27.44,92.38
46.82,137.81
19.42,68.24
32.91,103.78
28.97,84.88
42.16,133.17
25.23,79.87
27.9,81.55
22.96,70.52
7.46,20.35
44.38,130.92
43.16,129.02
35.27,116.22
17.72,63.46
18.08,47.4
2.28,5.7
4.34,16.96
25.93,82.51
2.97,12.02
5.41,18.79
12.93,48.33
19.0,53.7
24.72,78.44
16.56,49.51
47.06,150.15
47.57,145.19
3.27,10.29
49.28,161.15
9.06,34.37
16.9,59.22
41.93,129.13
34.54,104.97
3.38,17.27
38.84,121.64
33.33,97.88
47.55,151.21
45.55,140.01
48.77,147.73
23.02,74.14
35.47,113.49
48.11,149.13
0.6,13.57
39.55,122.94
3.17,9.37
49.95,154.42
1.19,3.0
27.96,91.97
26.29,79.48
15.58,51.96
36.75,115.16
13.22,39.81
14.89,53.07
9.43,28.9
35.85,116.38
8.92,30.05
44.93,141.55
14.75,46.28
26.17,81.03
24.02,76.93
35.27,108.76
12.08,41.14
42.01,139.33
37.03,115.73
17.46,59.67
6.45,24.69
25.49,77.51
49.04,143.27
1.7,14.3
42.32,133.84
35.14,108.97
9.57,29.76
24.08,74.78
31.57,104.23
34.99,112.62
46.11,131.22
43.72,140.63
16.76,52.71
6.44,28.96
5.66,17.47
48.45,154.13
47.81,147.19
41.07,124.53
49.03,150.22
14.07,47.88
41.37,128.99
25.36,79.68
40.06,127.11
30.74,99.93
42.39,131.9
20.17,70.29
49.46,159.9
11.35,36.28
33.79,106.53
40.23,123.54
29.49,91.51
14.87,51.74
28.28,89.5
25.48,79.92
9.91,33.53
38.28,122.46
13.73,41.58
41.69,127.73
11.11,39.39
25.36,84.26
34.91,108.99
49.79,153.0
13.91,56.85
31.96,100.46
8.09,24.81
41.07,129.81
43.14,133.73
44.45,131.97
47.3,143.85
18.11,65.38
33.49,109.07
16.13,54.72
40.29,127.55
21.07,65.31
27.97,91.3
7.08,23.04
42.6,130.29
24.41,81.87
32.2,99.71
33.63,115.94
14.08,46.47
39.85,123.59
41.73,137.48
26.03,81.4
45.17,137.06
8.46,38.7
21.01,73.33
2.69,16.08
20.23,62.42
49.85,153.69
23.43,73.6
21.25,69.95
34.55,110.77
2.91,11.49
18.01,55.55
26.89,81.21
24.46,76.28
32.3,101.32
7.38,31.02
20.43,66.18
31.86,101.09
15.43,48.03
30.84,98.73
47.94,150.87
46.55,146.86
36.41,111.07
9.29,33.57
39.32,124.92
22.61,70.23
47.61,148.8
30.77,91.17
11.27,37.13
15.97,49.16
16.29,50.5
14.18,50.51
38.71,127.65
17.17,54.76
10.18,31.67
30.01,92.18
23.51,79.34
1.6,12.07
14.32,51.99
2.39,11.78
38.47,123.57
47.58,144.85
25.26,84.25
28.13,92.1
42.33,128.54
1.44,7.34
8.54,29.49
32.89,106.08
37.22,116.35
31.5,98.74
46.99,141.11
19.92,66.84
27.98,87.74
47.84,146.09
45.03,136.72
2.02,11.77
17.93,63.0
37.08,109.98
0.54,4.0
43.22,132.07
25.35,87.61
4.79,20.4
22.4,72.85
24.88,78.45
18.66,63.82
22.99,66.1
44.62,132.94
16.54,51.04
48.07,151.19
34.51,112.63
44.85,140.22
10.84,31.46
24.85,79.99
28.49,87.63
4.72,21.86
24.94,83.62
43.12,139.23
3.08,15.35
32.29,100.9
49.44,145.54
26.61,81.81
15.52,45.37
29.45,84.05
27.3,87.86
5.71,20.28
11.11,40.85
33.64,105.96
29.83,89.05
17.54,60.94
48.94,151.9
32.42,106.45
11.93,41.56
23.82,77.79
35.72,111.08
33.76,101.59
12.69,50.61
32.57,105.2
16.98,50.46
23.15,75.5
33.62,101.52
29.26,87.33
35.78,111.38
19.4,62.76
37.72,115.28
1.28,9.01
9.8,33.44
48.67,147.4
4.79,16.94
33.26,97.55
45.88,143.97
43.05,136.92
45.68,141.2
49.2,144.09
18.19,60.75
16.84,50.28
6.48,23.21
10.47,36.11
32.82,102.79
16.89,52.44
17.39,58.87
32.47,101.2
5.68,17.14
3.27,11.93
40.24,119.7
39.6,124.03
19.56,57.5
29.86,96.41
12.28,32.96
18.7,59.6
2.3,9.31
14.04,46.95
1.31,11.25
21.49,67.82
26.23,77.46
25.02,80.27
17.37,59.6
10.74,38.89
22.99,69.57
43.56,137.08
49.17,155.44
15.98,54.31
48.73,155.39
22.01,79.19
30.86,90.42
40.28,128.63
18.29,60.92
10.81,32.17
14.02,53.89
42.01,131.65
46.76,155.35
6.86,24.41
34.88,109.1
2.23,12.1
43.81,136.19
42.91,141.3
38.84,114.42
41.31,137.28
30.42,96.0
7.79,33.26
45.77,132.8
7.48,22.39
11.65,40.85
21.91,65.65
25.15,81.97
5.27,15.08
38.2,114.08
7.3,27.09
32.91,104.53
22.87,71.13
40.64,126.7
15.13,51.8
41.91,123.53
12.99,44.14
28.93,97.89
24.56,85.05
17.95,62.9
1.08,3.29
20.19,61.64
6.36,24.51
11.65,39.8
34.57,106.68
28.78,90.9
26.59,84.56
28.42,94.36
6.44,22.46
8.65,28.97
27.37,97.28
20.64,63.8
23.43,66.82
44.02,135.91
9.67,32.05
45.58,147.45
42.95,134.98
45.14,145.91
32.25,99.18
43.26,133.64
49.56,157.3
23.84,79.74
43.16,128.83
45.23,138.99
15.83,54.43
22.41,66.77
28.9,92.32
17.78,48.89
16.45,49.17
19.35,65.47
21.48,67.4
12.99,41.98
23.93,76.85
39.05,123.65
31.41,97.36
19.3,68.28
8.23,30.38
41.29,125.13
25.81,77.61
48.58,154.3
13.01,43.22
9.19,39.56
0.9,7.28
4.59,18.74
19.58,61.69
10.31,44.93
2.38,13.98
11.66,39.13
36.57,113.15
36.92,115.72
7.91,32.73
46.86,150.92
8.37,26.93
4.92,23.5
8.57,39.57
7.46,26.79
31.77,107.74
8.23,28.69
31.9,99.8
14.19,46.59
12.8,42.56
44.91,135.45
11.11,43.57
43.3,137.07
15.52,51.32
49.57,154.49
49.06,148.71
41.47,124.03
43.47,132.0
41.25,119.56
31.67,98.31
40.55,122.98
31.6,100.41
42.19,131.38
46.81,144.65
37.79,123.97
48.25,149.85
22.69,74.67
46.31,141.99
11.7,39.5
2.05,13.7
6.84,27.32
8.43,31.49
41.31,128.8
20.35,70.8
12.04,46.22
40.71,132.91
10.51,31.97
4.35,18.03
23.58,75.59
3.94,19.53
14.31,41.76
35.17,109.62
19.04,64.11
4.83,22.9
20.45,65.37
25.9,83.15
12.89,50.99
8.96,31.04
38.2,121.59
3.86,18.58
47.86,149.3
0.88,15.16
32.74,101.26
7.11,27.26
27.58,92.97
9.77,32.48
2.2,3.0
43.06,127.75
21.48,70.69
14.12,47.1
47.39,152.4
4.56,22.36
17.75,64.87
9.28,26.53
49.56,151.71
27.53,83.05
40.7,126.93
8.59,31.97
15.57,57.86
31.17,104.4
9.31,27.04
25.25,79.52
46.61,150.66
46.55,145.16
18.07,51.99
26.05,89.76
10.32,36.92
48.94,149.37
26.23,86.27
10.71,36.67
42.32,129.66
21.31,65.34
31.99,101.26
42.26,128.0
15.81,52.9
29.11,85.78
3.28,9.02
12.11,45.67
7.37,22.69
32.39,105.19
13.11,42.55
38.12,125.31
38.18,122.94
39.32,119.52
7.07,27.74
26.54,83.93
34.12,107.68
16.48,54.27
13.37,51.87
36.04,110.76
17.89,60.21
12.82,41.46
28.36,90.3
31.21,102.12
38.95,119.64
2.53,14.76
9.14,33.21
38.97,122.17
26.83,86.81
40.4,132.18
22.7,66.65
23.24,80.91
19.19,68.26
34.71,106.88
29.72,91.35
19.94,68.6
9.78,43.28
0.62,6.72
5.02,17.16
5.84,24.99
28.68,82.17
38.08,118.4
23.12,80.13
21.01,61.49
7.04,31.72
45.1,137.68
36.89,116.62
21.14,69.61
5.3,17.38
42.38,138.18
8.9,36.62
33.83,107.02
17.31,55.11
43.05,131.81
29.55,101.84
11.76,44.32
1.13,8.33
11.01,30.26
18.58,61.95
35.57,107.3
11.2,34.79
13.44,45.42
22.04,70.42
2.62,15.99
38.54,114.31
4.4,27.16
36.98,118.46
13.76,50.22
23.27,82.65
20.81,69.46
13.04,43.1
13.16,40.85
47.48,147.37
15.62,54.47
9.56,35.42
12.9,42.48
34.91,109.14
15.79,57.66
8.99,29.6
21.02,73.05
6.32,27.78
20.23,62.63
43.18,140.58
18.96,67.13
25.95,82.96
39.56,131.79
26.04,77.49
2.85,14.7
11.14,35.25
44.77,134.15
40.21,127.46
38.15,114.01
27.6,85.92
17.99,57.99
34.87,112.55
33.34,98.91
32.32,96.42
25.43,86.79
13.34,49.42
22.05,65.07
25.85,82.72
11.19,46.4
11.89,43.46
39.7,126.41
16.33,53.24
48.7,153.14
22.1,72.63
30.63,95.43
25.45,83.5
24.91,79.05
44.56,139.97
5.1,23.26
17.61,62.09
14.66,52.97
16.64,53.11
45.67,140.55
3.96,8.43
14.53,48.51
37.02,123.22
12.32,45.34
41.74,123.48
16.83,56.73
6.1,28.21
26.2,87.74
25.81,85.93
2.44,15.63
36.04,109.15
7.52,28.62
11.06,45.86
28.34,87.79
44.59,142.09
1.52,11.21
41.23,120.97
37.83,117.2
8.5,31.62
18.97,62.14
45.35,147.04
7.75,26.04
6.01,26.94
36.89,118.01
23.81,76.07
14.56,49.0
9.01,35.55
36.25,112.23
22.26,69.13
12.35,42.89
47.2,144.16
28.27,89.09
17.98,62.34
36.12,113.84
25.07,80.07
0.97,9.63
42.11,132.93
3.78,21.49
49.47,150.8
17.81,58.73
26.48,85.86
49.98,152.25
13.83,50.53
23.4,80.04
37.87,107.58
23.62,79.03
17.02,55.83
6.47,22.18
25.9,91.31
27.81,81.9
12.02,37.71
17.03,54.95
15.28,53.68
21.65,71.59
40.01,124.05
16.96,59.41
13.99,52.41
42.07,127.72
40.65,124.29
39.77,130.38
37.27,113.88
44.49,140.18
35.8,106.72
8.89,37.1
2.13,13.89
9.5,30.57
18.55,61.59
3.12,9.51
37.97,116.11
32.24,94.72
36.04,109.87
5.24,23.49
16.77,57.41
23.24,76.29
30.33,94.72
