Transaction_ID,Amount,Time_Gap_Minutes,Customer_Age,Transactions_Per_Day,Channel,Merchant_Category,Location
T007013,11972.3,10.01,35,11,Web,Travel,Delhi
T007014,10802.11,12.3,63,7,Mobile,Electronics,Delhi
T007015,17473.49,8.56,54,8,Mobile,Travel,Mumbai
T007016,10083.87,11.83,63,9,Mobile,Luxury,Hyderabad
T007017,14179.04,5.34,58,3,Web,Travel,Hyderabad
T007018,11674.85,9.66,63,9,Mobile,Travel,Mumbai
T007019,6398.87,5.9,57,4,Mobile,Luxury,Delhi
T007020,11777.53,9.42,33,14,Web,Luxury,Bengaluru
T007021,11171.46,7.94,50,3,Web,Luxury,Bengaluru
T007022,10806.13,8.04,60,6,Mobile,Luxury,Mumbai
T007023,10166.38,6.94,58,7,Web,Electronics,Bengaluru
T007024,13952.84,7.42,64,12,Mobile,Luxury,Delhi
T007025,10565.3,8.99,34,3,Web,Electronics,Hyderabad
T007026,11834.18,9.36,33,11,Web,Electronics,Delhi
T007027,11751.84,6.44,45,11,Web,Travel,Delhi
T007028,13213.03,10.08,51,13,Mobile,Electronics,Delhi
T007029,12892.88,8.27,55,10,Web,Travel,Hyderabad
T007030,13935.32,8.18,62,10,Web,Travel,Delhi
T007031,8798.73,6.76,28,12,Mobile,Electronics,Hyderabad
T007032,10275.56,7.61,30,2,Mobile,Travel,Mumbai
T007033,9094.67,6.54,30,3,Web,Travel,Bengaluru
T007034,11830.09,8.87,49,2,Web,Electronics,Hyderabad
T007035,10377.32,9.08,37,8,Web,Travel,Bengaluru
T007036,12918.81,2.86,32,3,Web,Electronics,Hyderabad
T007037,14529.21,9.57,55,2,Web,Electronics,Mumbai
T007038,12415.02,7.99,51,12,Mobile,Travel,Hyderabad
T007039,12429.74,8.48,47,2,Mobile,Luxury,Mumbai
T007040,10518.43,4.39,52,11,Mobile,Luxury,Mumbai
T007041,14079.38,9.08,40,14,Mobile,Electronics,Mumbai
T007042,9974.56,9.58,50,6,Mobile,Luxury,Bengaluru
T007043,13064.79,8.13,54,13,Mobile,Electronics,Delhi
T007044,10701.32,7.8,40,9,Web,Luxury,Hyderabad
T007045,9779.31,5.94,48,12,Mobile,Travel,Delhi
T007046,14947.96,7.87,43,11,Mobile,Luxury,Bengaluru
T007047,8307.88,5.52,30,11,Mobile,Luxury,Hyderabad
T007048,11236.37,8.06,51,3,Web,Luxury,Delhi
T007049,9283.15,7.18,29,2,Mobile,Electronics,Bengaluru
T007050,8478.77,6.52,39,12,Mobile,Travel,Mumbai
T007051,15277.75,11.49,63,4,Web,Electronics,Hyderabad
T007052,14268.35,8.76,29,4,Mobile,Luxury,Delhi
T007053,13047.08,7.34,33,5,Mobile,Travel,Hyderabad
T007054,10641.63,6.07,31,9,Mobile,Luxury,Bengaluru
T007055,11980.76,8.01,50,5,Web,Travel,Hyderabad
T007056,12827.23,5.32,28,12,Mobile,Travel,Delhi
T007057,17286.03,5.42,45,9,Web,Travel,Delhi
T007058,9590.45,7.0,62,5,Mobile,Travel,Bengaluru
T007059,15424.41,9.79,49,8,Web,Travel,Bengaluru
T007060,10934.61,7.81,30,4,Web,Electronics,Mumbai
T007061,14112.05,7.62,43,4,Web,Luxury,Bengaluru
T007062,15179.7,9.04,30,6,Web,Travel,Delhi
T007063,12009.11,9.6,48,5,Web,Travel,Mumbai
T007064,9309.48,7.72,60,9,Mobile,Travel,Hyderabad
T007065,12880.64,4.74,29,11,Web,Travel,Delhi
T007066,10752.41,9.74,41,13,Web,Luxury,Bengaluru
T007067,7824.33,6.97,39,10,Web,Luxury,Bengaluru
T007068,12022.65,6.8,59,12,Web,Travel,Hyderabad
T007069,10474.37,8.83,47,4,Mobile,Electronics,Bengaluru
T007070,9607.66,4.2,55,7,Mobile,Electronics,Mumbai
T007071,16954.28,9.71,37,6,Web,Travel,Hyderabad
T007072,11277.85,8.88,45,6,Mobile,Electronics,Mumbai
T007073,12959.75,6.57,52,13,Web,Electronics,Hyderabad
T007074,9066.22,9.13,45,8,Mobile,Travel,Delhi
T007075,13723.32,5.76,33,10,Mobile,Travel,Delhi
T007076,14685.96,11.4,33,8,Mobile,Travel,Delhi
T007077,15949.3,7.51,58,7,Web,Travel,Mumbai
T007078,14339.54,10.44,32,11,Mobile,Travel,Bengaluru
T007079,11312.81,5.06,48,13,Mobile,Luxury,Bengaluru
T007080,15863.22,6.15,43,3,Web,Travel,Mumbai
T007081,12802.59,5.97,57,7,Web,Luxury,Hyderabad
T007082,9512.37,5.41,54,2,Web,Luxury,Mumbai
T007083,11289.42,7.31,39,5,Web,Electronics,Bengaluru
T007084,12372.49,8.29,40,9,Web,Travel,Mumbai
T007085,12464.53,6.58,28,12,Web,Travel,Bengaluru
T007086,13167.71,2.57,29,12,Web,Travel,Mumbai
T007087,14921.26,9.47,48,11,Mobile,Travel,Mumbai
T007088,5416.58,7.46,35,9,Mobile,Travel,Hyderabad
T007089,13382.7,10.39,42,9,Web,Electronics,Delhi
T007090,9642.8,8.31,58,9,Mobile,Luxury,Hyderabad
T007091,14944.75,7.96,36,5,Mobile,Luxury,Bengaluru
T007092,12150.26,11.2,61,3,Web,Luxury,Mumbai
T007093,9751.47,8.37,48,3,Mobile,Travel,Hyderabad
T007094,9881.16,8.61,48,5,Web,Luxury,Mumbai
T007095,17687.83,6.25,37,8,Web,Electronics,Hyderabad
T007096,6312.83,7.23,60,10,Mobile,Travel,Hyderabad
T007097,13569.32,6.75,54,13,Web,Travel,Delhi
T007098,9504.92,6.41,42,6,Web,Travel,Delhi
T007099,13044.39,9.49,45,5,Web,Luxury,Mumbai
T007100,13276.37,4.34,50,10,Web,Luxury,Mumbai
T007101,12655.36,10.84,29,2,Web,Electronics,Bengaluru
T007102,12180.75,4.81,60,11,Web,Electronics,Hyderabad
T007103,12518.16,6.66,37,3,Mobile,Luxury,Mumbai
T007104,9543.39,10.86,51,12,Web,Electronics,Mumbai
T007105,9667.94,9.14,53,4,Web,Electronics,Bengaluru
T007106,12929.76,8.72,62,8,Mobile,Luxury,Delhi
T007107,12788.69,7.41,56,5,Mobile,Travel,Hyderabad
T007108,8059.01,9.34,28,14,Web,Electronics,Hyderabad
T007109,13666.83,6.19,54,2,Mobile,Travel,Delhi
T007110,8514.88,8.47,38,9,Web,Electronics,Hyderabad
T007111,10139.67,7.54,58,7,Web,Travel,Delhi
T007112,12426.74,8.48,34,11,Mobile,Luxury,Bengaluru
T007113,13337.68,8.91,28,5,Mobile,Electronics,Mumbai
T007114,13146.84,7.89,45,5,Web,Luxury,Hyderabad
T007115,8516.36,9.63,64,4,Web,Electronics,Mumbai
T007116,16089.0,5.75,39,12,Web,Travel,Hyderabad
T007117,17805.04,4.8,55,6,Mobile,Electronics,Mumbai
T007118,16090.09,6.38,33,5,Web,Luxury,Hyderabad
T007119,18894.31,9.36,42,8,Mobile,Luxury,Delhi
T007120,14558.92,4.81,53,12,Web,Travel,Delhi
T007121,14305.74,7.12,54,2,Mobile,Travel,Delhi
T007122,13326.47,5.05,60,14,Web,Electronics,Bengaluru
T007123,10054.67,6.12,35,4,Mobile,Luxury,Delhi
T007124,14695.28,11.06,48,7,Web,Luxury,Hyderabad
T007125,12701.66,5.21,51,3,Mobile,Travel,Mumbai
T007126,14033.65,8.61,44,6,Web,Travel,Hyderabad
T007127,12361.21,7.4,36,3,Web,Electronics,Bengaluru
T007128,9596.46,6.22,59,11,Web,Travel,Mumbai
T007129,13528.24,9.28,53,12,Mobile,Electronics,Bengaluru
T007130,11339.31,9.82,33,10,Mobile,Luxury,Delhi
T007131,8935.45,10.7,29,3,Web,Electronics,Bengaluru
T007132,11619.65,6.52,55,10,Mobile,Travel,Bengaluru
T007133,11225.22,9.42,31,10,Mobile,Travel,Delhi
T007134,13320.0,7.35,50,2,Mobile,Electronics,Mumbai
T007135,17407.56,8.15,29,7,Web,Travel,Bengaluru
T007136,16712.57,6.42,44,3,Web,Electronics,Delhi
T007137,14267.7,9.03,35,3,Web,Travel,Hyderabad
T007138,13068.16,5.69,57,7,Mobile,Electronics,Mumbai
T007139,10229.51,9.47,41,10,Mobile,Electronics,Mumbai
T007140,15022.42,7.34,29,6,Web,Luxury,Bengaluru
T007141,13689.9,10.4,29,8,Web,Travel,Hyderabad
T007142,13504.93,9.1,61,10,Mobile,Travel,Mumbai
T007143,11258.65,5.07,52,7,Mobile,Travel,Mumbai
T007144,13469.23,6.22,48,5,Mobile,Luxury,Delhi
T007145,9282.51,6.08,50,5,Web,Travel,Mumbai
T007146,12100.82,4.6,47,9,Web,Travel,Bengaluru
T007147,15333.28,10.07,37,4,Web,Luxury,Hyderabad
T007148,7138.08,8.13,36,14,Mobile,Luxury,Hyderabad
T007149,12411.49,4.52,42,14,Web,Travel,Delhi
T007150,16768.16,7.65,33,7,Mobile,Electronics,Bengaluru
T007151,14962.46,10.87,48,11,Mobile,Luxury,Bengaluru
T007152,14062.79,9.35,46,2,Mobile,Travel,Mumbai
T007153,16330.88,6.09,29,2,Web,Luxury,Hyderabad
T007154,11115.22,8.81,55,2,Mobile,Luxury,Hyderabad
T007155,10742.92,6.23,48,10,Web,Travel,Hyderabad
T007156,11014.99,7.17,51,14,Web,Travel,Mumbai
T007157,8600.5,8.8,36,12,Mobile,Travel,Delhi
T007158,7867.73,7.19,46,9,Web,Luxury,Hyderabad
T007159,10386.2,8.81,45,11,Web,Travel,Bengaluru
T007160,12891.13,9.02,40,6,Mobile,Luxury,Bengaluru
T007161,6449.1,7.32,54,7,Web,Travel,Hyderabad
T007162,10737.39,9.38,64,13,Mobile,Electronics,Mumbai
T007163,10613.18,7.54,37,6,Mobile,Luxury,Hyderabad
T007164,11071.15,8.59,29,2,Mobile,Luxury,Bengaluru
T007165,8241.65,8.1,44,5,Web,Luxury,Mumbai
T007166,7586.09,8.81,55,4,Mobile,Luxury,Delhi
T007167,11101.14,6.82,40,2,Web,Electronics,Mumbai
T007168,11055.92,7.78,62,3,Mobile,Electronics,Mumbai
T007169,7816.31,10.2,47,3,Mobile,Travel,Hyderabad
T007170,13729.39,2.41,47,8,Mobile,Luxury,Delhi
T007171,12560.57,6.77,51,10,Mobile,Travel,Hyderabad
T007172,18275.57,4.86,30,8,Mobile,Luxury,Delhi
T007173,9821.51,10.17,40,13,Mobile,Electronics,Bengaluru
T007174,11964.36,9.21,59,14,Mobile,Luxury,Mumbai
T007175,10969.63,4.02,42,10,Mobile,Travel,Bengaluru
T007176,13851.6,10.58,43,4,Web,Electronics,Delhi
T007177,10545.96,8.5,46,9,Web,Electronics,Delhi
T007178,13668.66,5.56,29,10,Web,Electronics,Delhi
T007179,12791.97,7.2,40,2,Web,Luxury,Hyderabad
T007180,11927.63,9.17,58,9,Mobile,Travel,Delhi
T007181,11501.63,7.69,56,12,Mobile,Electronics,Delhi
T007182,13213.23,11.03,58,6,Mobile,Travel,Hyderabad
T007183,12487.99,8.56,58,3,Web,Luxury,Hyderabad
T007184,8641.22,7.94,51,13,Web,Electronics,Delhi
T007185,10227.94,9.77,38,5,Web,Travel,Delhi
T007186,9855.63,5.34,38,4,Mobile,Electronics,Delhi
T007187,5239.68,7.09,55,13,Mobile,Luxury,Mumbai
T007188,12639.27,7.63,49,7,Web,Travel,Hyderabad
T007189,14432.4,7.91,37,4,Web,Electronics,Mumbai
T007190,10554.97,8.16,43,11,Mobile,Luxury,Delhi
T007191,15829.16,11.87,63,5,Web,Luxury,Hyderabad
T007192,10843.78,7.82,64,9,Web,Travel,Bengaluru
T007193,12313.53,7.66,51,7,Mobile,Luxury,Bengaluru
T007194,10536.71,9.91,40,2,Mobile,Electronics,Hyderabad
T007195,8562.87,7.36,51,14,Web,Luxury,Hyderabad
T007196,7725.28,6.73,38,4,Mobile,Travel,Hyderabad
T007197,9724.53,9.8,44,6,Web,Luxury,Mumbai
T007198,13641.68,6.75,37,11,Web,Electronics,Hyderabad
T007199,9625.12,8.85,49,3,Mobile,Luxury,Mumbai
T007200,15746.73,7.64,47,12,Mobile,Electronics,Delhi
T007201,70992.84,6.72,29,42,Web,Services,Hyderabad
T007202,49074.08,3.76,64,47,Web,Services,Hyderabad
T007203,39747.02,5.2,62,44,Web,Wholesale,Mumbai
T007204,58286.53,6.58,56,22,Web,Services,Hyderabad
T007205,44234.84,6.31,52,24,Web,Wholesale,Chennai
T007206,53973.47,7.34,45,11,Web,Services,Hyderabad
T007207,47934.18,4.73,64,35,Web,B2B,Hyderabad
T007208,51386.71,7.22,40,21,Web,Wholesale,Mumbai
T007209,32906.68,2.64,39,31,Web,Services,Hyderabad
T007210,38382.39,5.98,50,41,Web,Wholesale,Mumbai
T007211,57971.3,5.07,46,28,Web,B2B,Delhi
T007212,37076.31,6.66,47,11,Web,Services,Chennai
T007213,50206.72,5.53,31,43,Web,Services,Hyderabad
T007214,45628.71,5.22,53,19,Web,Services,Chennai
T007215,37847.89,3.35,62,32,Web,Services,Hyderabad
T007216,38853.17,4.41,58,41,Web,B2B,Mumbai
T007217,49333.07,3.33,47,28,Web,Wholesale,Chennai
T007218,28283.79,6.26,49,14,Web,Services,Hyderabad
T007219,29865.21,6.51,48,37,Web,Wholesale,Chennai
T007220,41237.54,4.33,35,13,Web,B2B,Chennai
T007221,42083.34,5.61,63,31,Web,B2B,Chennai
T007222,49972.7,3.63,28,28,Web,B2B,Mumbai
T007223,42423.65,3.83,37,31,Web,B2B,Chennai
T007224,50967.57,5.85,53,42,Web,Wholesale,Chennai
T007225,59415.76,5.64,52,36,Web,Wholesale,Delhi
T007226,47139.67,5.2,30,38,Web,Services,Delhi
T007227,46593.71,5.21,30,14,Web,B2B,Delhi
T007228,40989.23,4.24,57,48,Web,Services,Chennai
T007229,62770.11,4.65,54,40,Web,Wholesale,Delhi
T007230,64002.95,4.41,39,24,Web,Wholesale,Delhi
T007231,38344.16,2.99,44,22,Web,Wholesale,Delhi
T007232,50708.65,5.4,62,17,Web,Services,Mumbai
T007233,53617.29,8.44,63,17,Web,B2B,Delhi
T007234,42010.49,6.31,45,32,Web,B2B,Chennai
T007235,51782.62,4.54,55,11,Web,Wholesale,Mumbai
T007236,49324.69,4.65,63,12,Web,B2B,Mumbai
T007237,37355.08,6.26,40,44,Web,Services,Hyderabad
T007238,46114.97,3.87,44,15,Web,Services,Hyderabad
T007239,49804.97,5.28,38,17,Web,Services,Chennai
T007240,47485.79,5.92,59,45,Web,Services,Mumbai
T007241,40263.57,7.79,31,31,Web,B2B,Chennai
T007242,58559.83,6.67,64,48,Web,Wholesale,Chennai
T007243,59610.25,7.39,53,37,Web,Wholesale,Mumbai
T007244,52339.61,5.99,57,24,Web,Wholesale,Mumbai
T007245,46103.71,4.94,38,21,Web,Services,Delhi
T007246,61265.49,5.54,26,43,Web,B2B,Mumbai
T007247,40097.96,5.61,64,11,Web,Services,Chennai
T007248,61312.99,5.55,55,32,Web,Wholesale,Hyderabad
T007249,76509.31,3.78,39,49,Web,B2B,Delhi
T007250,52044.38,4.36,28,39,Web,B2B,Chennai
T007251,52682.91,2.78,42,17,Web,B2B,Chennai
T007252,62854.9,3.44,46,21,Web,Wholesale,Chennai
T007253,52004.4,5.46,43,46,Web,Wholesale,Delhi
T007254,48906.24,4.65,38,24,Web,Services,Chennai
T007255,38679.77,5.11,35,12,Web,B2B,Delhi
T007256,55166.87,8.07,62,47,Web,B2B,Delhi
T007257,44303.35,5.93,46,48,Web,B2B,Delhi
T007258,41350.38,4.58,58,25,Web,Services,Hyderabad
T007259,47256.89,2.84,55,42,Web,Services,Mumbai
T007260,42171.36,4.38,28,21,Web,Services,Hyderabad
T007261,35519.06,6.15,25,20,Web,Services,Chennai
T007262,48905.63,5.9,30,15,Web,Wholesale,Hyderabad
T007263,67016.28,5.6,59,39,Web,Wholesale,Delhi
T007264,42562.02,8.63,25,16,Web,Services,Hyderabad
T007265,72463.38,5.48,48,10,Web,B2B,Delhi
T007266,46676.98,5.4,27,21,Web,B2B,Delhi
T007267,67089.28,2.31,45,27,Web,Services,Mumbai
T007268,50011.7,3.94,53,33,Web,B2B,Hyderabad
T007269,36781.75,5.32,43,48,Web,Wholesale,Chennai
T007270,62514.38,8.05,45,22,Web,Services,Chennai
T007271,60415.36,2.61,35,45,Web,Wholesale,Mumbai
T007272,50404.91,7.02,30,23,Web,Wholesale,Mumbai
T007273,30654.1,4.54,64,45,Web,B2B,Hyderabad
T007274,45856.7,4.09,50,44,Web,Services,Chennai
T007275,58736.04,5.85,52,28,Web,Services,Hyderabad
T007276,57732.3,7.33,53,12,Web,B2B,Mumbai
T007277,52759.75,5.67,29,22,Web,B2B,Mumbai
T007278,59546.62,4.96,31,37,Web,B2B,Hyderabad
T007279,40333.74,3.47,58,37,Web,Services,Hyderabad
T007280,53280.82,5.6,37,24,Web,Wholesale,Delhi
T007281,34639.2,7.37,52,48,Web,Services,Chennai
T007282,66406.91,2.94,41,44,Web,B2B,Chennai
T007283,37934.89,5.43,53,44,Web,Services,Chennai
T007284,55207.55,3.93,60,17,Web,B2B,Chennai
T007285,43728.37,5.29,55,31,Web,Services,Hyderabad
T007286,34650.63,5.85,41,20,Web,B2B,Chennai
T007287,59171.66,4.65,35,14,Web,Wholesale,Delhi
T007288,42060.59,4.2,59,41,Web,B2B,Delhi
T007289,62512.29,7.71,57,37,Web,Services,Delhi
T007290,53731.26,5.89,64,34,Web,Wholesale,Mumbai
T007291,66159.72,3.55,49,41,Web,B2B,Mumbai
T007292,54070.71,5.97,54,19,Web,Wholesale,Mumbai
T007293,58371.74,4.63,43,15,Web,Services,Chennai
T007294,33494.14,6.32,56,41,Web,B2B,Chennai
T007295,49505.36,3.7,63,11,Web,Wholesale,Hyderabad
T007296,40933.68,3.41,43,14,Web,Wholesale,Delhi
T007297,29197.44,4.65,36,45,Web,Services,Mumbai
T007298,52146.99,3.88,59,42,Web,B2B,Chennai
T007299,61842.22,7.95,36,42,Web,Wholesale,Mumbai
T007300,50548.43,4.66,29,11,Web,B2B,Hyderabad
T007301,49661.66,5.02,64,22,Web,B2B,Hyderabad
T007302,63256.78,6.57,46,22,Web,Wholesale,Hyderabad
T007303,56560.66,6.92,52,44,Web,B2B,Mumbai
T007304,47810.13,3.75,38,35,Web,Wholesale,Hyderabad
T007305,54921.44,4.18,29,26,Web,Wholesale,Delhi
T007306,41967.33,2.53,43,36,Web,Services,Delhi
T007307,54961.62,1.1,35,48,Web,Services,Chennai
T007308,52903.5,1.0,42,12,Web,Wholesale,Chennai
T007309,33242.04,8.73,64,29,Web,Services,Hyderabad
T007310,49683.6,3.39,28,22,Web,B2B,Mumbai
T007311,56578.92,4.39,46,19,Web,Services,Hyderabad
T007312,32802.38,4.71,57,22,Web,B2B,Chennai
T007313,48906.0,5.21,38,17,Web,B2B,Delhi
T007314,68492.21,5.75,53,32,Web,Wholesale,Mumbai
T007315,40585.45,3.31,44,17,Web,B2B,Delhi
T007316,56841.17,5.54,31,31,Web,Wholesale,Mumbai
T007317,46991.68,2.54,38,16,Web,Wholesale,Hyderabad
T007318,55548.01,6.32,55,45,Web,B2B,Delhi
T007319,41290.96,4.48,52,21,Web,Wholesale,Delhi
T007320,68896.14,3.55,54,24,Web,Wholesale,Delhi
T007321,25903.5,4.97,50,36,Web,Services,Chennai
T007322,51456.96,4.25,25,20,Web,B2B,Hyderabad
T007323,52614.82,5.87,32,25,Web,Wholesale,Mumbai
T007324,39398.56,6.56,44,22,Web,Services,Chennai
T007325,39409.03,3.85,37,37,Web,B2B,Mumbai
T007326,49595.45,5.29,48,41,Web,Wholesale,Chennai
T007327,54565.18,5.25,26,12,Web,Services,Hyderabad
T007328,46324.54,3.72,48,46,Web,Services,Chennai
T007329,46535.78,8.34,26,31,Web,Services,Chennai
T007330,67638.73,5.21,52,20,Web,Wholesale,Chennai
T007331,54215.14,2.98,27,15,Web,Services,Hyderabad
T007332,36330.45,3.58,30,29,Web,B2B,Hyderabad
T007333,53464.3,5.68,44,31,Web,Services,Chennai
T007334,54731.93,4.71,59,13,Web,B2B,Delhi
T007335,39447.6,4.8,55,10,Web,Wholesale,Mumbai
T007336,47446.46,6.32,61,16,Web,Services,Delhi
T007337,46096.54,3.89,38,14,Web,Services,Hyderabad
T007338,62751.34,7.33,29,26,Web,Services,Mumbai
T007339,45763.25,3.99,61,30,Web,B2B,Hyderabad
T007340,54821.6,6.63,26,28,Web,Wholesale,Mumbai
T007341,43986.14,5.07,49,15,Web,Services,Chennai
T007342,38301.54,6.89,29,24,Web,B2B,Chennai
T007343,36912.82,4.43,63,19,Web,B2B,Delhi
T007344,44965.36,3.88,25,21,Web,Services,Hyderabad
T007345,44046.63,4.06,34,33,Web,Wholesale,Mumbai
T007346,42076.92,4.67,37,25,Web,B2B,Mumbai
T007347,53613.8,5.33,35,28,Web,B2B,Delhi
T007348,32073.53,3.81,59,45,Web,B2B,Hyderabad
T007349,63810.26,4.94,47,49,Web,B2B,Chennai
T007350,72468.73,4.16,54,30,Web,Wholesale,Mumbai
T007351,41766.46,5.86,61,12,Web,Wholesale,Chennai
T007352,47057.79,6.17,27,11,Web,B2B,Delhi
T007353,42544.11,7.81,58,24,Web,Services,Delhi
T007354,38584.48,5.67,43,28,Web,Wholesale,Mumbai
T007355,50489.51,5.61,54,23,Web,Wholesale,Chennai
T007356,49245.18,6.52,34,45,Web,Wholesale,Delhi
T007357,52281.76,4.97,26,42,Web,Services,Hyderabad
T007358,60445.64,6.56,46,15,Web,B2B,Mumbai
T007359,73418.85,5.69,49,27,Web,Wholesale,Hyderabad
T007360,50054.71,5.13,64,49,Web,Services,Mumbai
T007361,53192.86,2.85,49,30,Web,Services,Chennai
T007362,45142.06,7.22,49,36,Web,B2B,Delhi
T007363,57459.25,5.08,54,42,Web,Services,Delhi
T007364,49093.83,7.34,25,11,Web,B2B,Chennai
T007365,44991.49,4.89,29,34,Web,Wholesale,Delhi
T007366,46487.2,6.44,56,33,Web,B2B,Mumbai
T007367,45427.25,3.09,33,37,Web,Services,Hyderabad
T007368,50246.01,5.11,64,27,Web,Services,Chennai
T007369,37651.99,6.06,38,40,Web,Services,Chennai
T007370,68039.35,3.44,34,32,Web,B2B,Delhi
T007371,58777.51,4.02,62,10,Web,B2B,Chennai
T007372,60228.05,5.52,49,32,Web,Wholesale,Chennai
T007373,54786.45,3.49,54,37,Web,B2B,Hyderabad
T007374,51284.62,7.29,44,15,Web,Wholesale,Chennai
T007375,29998.84,5.22,56,23,Web,B2B,Mumbai
T007376,63654.27,6.04,46,47,Web,Wholesale,Hyderabad
T007377,49909.31,5.28,63,32,Web,B2B,Hyderabad
T007378,62384.85,2.44,57,28,Web,Wholesale,Chennai
T007379,52845.98,6.25,40,17,Web,Services,Delhi
T007380,51343.12,6.29,60,20,Web,B2B,Hyderabad
T007381,39981.8,4.17,46,20,Web,Services,Mumbai
T007382,67862.9,4.39,29,12,Web,B2B,Mumbai
T007383,51552.51,6.08,58,45,Web,Wholesale,Mumbai
T007384,36982.65,5.16,64,26,Web,B2B,Hyderabad
T007385,60261.78,4.3,62,30,Web,Wholesale,Delhi
T007386,65598.33,6.49,63,31,Web,Services,Delhi
T007387,38774.11,3.12,35,26,Web,Services,Delhi
T007388,59946.02,7.16,34,41,Web,Services,Chennai
T007389,50345.69,2.94,53,32,Web,Wholesale,Delhi
T007390,33757.23,6.8,64,21,Web,B2B,Delhi
T007391,56540.93,3.85,54,44,Web,Services,Hyderabad
T007392,56680.24,3.88,37,20,Web,Services,Mumbai
T007393,34432.34,3.4,30,23,Web,B2B,Chennai
T007394,36824.8,6.36,39,29,Web,Wholesale,Hyderabad
T007395,45258.21,7.2,53,43,Web,Services,Hyderabad
T007396,57968.18,4.81,41,13,Web,Services,Delhi
T007397,53049.11,6.7,44,26,Web,Services,Mumbai
T007398,67404.65,5.25,46,30,Web,Wholesale,Delhi
T007399,62872.79,4.76,40,43,Web,Services,Chennai
T007400,59282.7,5.6,41,24,Web,Wholesale,Hyderabad
T007401,54388.87,4.94,50,11,Web,B2B,Mumbai
T007402,48963.15,2.33,56,15,Web,B2B,Chennai
T007403,58903.5,5.93,38,29,Web,Services,Chennai
T007404,29967.87,5.66,37,19,Web,B2B,Chennai
T007405,57715.09,4.68,37,26,Web,B2B,Chennai
T007406,30291.26,5.8,63,29,Web,Services,Chennai
T007407,52984.88,6.52,26,41,Web,Services,Chennai
T007408,42806.03,5.44,27,11,Web,Wholesale,Delhi
T007409,42046.46,9.29,31,40,Web,Services,Mumbai
T007410,40991.9,5.03,30,40,Web,B2B,Hyderabad
T007411,41545.89,4.08,60,41,Web,B2B,Hyderabad
T007412,43060.78,4.41,48,16,Web,B2B,Delhi
T007413,56571.34,3.84,49,40,Web,Wholesale,Hyderabad
T007414,56151.79,2.6,41,35,Web,Services,Hyderabad
T007415,51683.51,6.56,40,41,Web,B2B,Delhi
T007416,59546.59,3.39,45,10,Web,Services,Hyderabad
T007417,45362.61,5.88,59,36,Web,Services,Hyderabad
T007418,44990.35,5.09,26,31,Web,Wholesale,Mumbai
T007419,61907.95,5.42,53,26,Web,Services,Chennai
T007420,61689.68,5.59,29,46,Web,Services,Chennai
T007421,56259.83,5.06,57,35,Web,B2B,Delhi
T007422,45511.91,3.46,52,21,Web,B2B,Chennai
T007423,37614.8,8.04,53,44,Web,Services,Delhi
T007424,49462.04,5.61,34,11,Web,B2B,Hyderabad
T007425,61423.85,6.9,35,42,Web,B2B,Hyderabad
T007426,68291.74,5.97,43,21,Web,B2B,Chennai
T007427,29699.84,5.96,40,42,Web,Wholesale,Delhi
T007428,39115.72,3.21,49,40,Web,B2B,Mumbai
T007429,19948.23,6.85,26,10,Web,Services,Hyderabad
T007430,38050.62,6.76,36,23,Web,Services,Hyderabad
T007431,53948.89,4.68,57,34,Web,B2B,Delhi
T007432,40965.91,5.54,51,28,Web,B2B,Mumbai
T007433,46983.02,3.41,37,37,Web,Services,Delhi
T007434,57383.85,5.58,33,42,Web,B2B,Delhi
T007435,60833.69,5.58,45,29,Web,Wholesale,Hyderabad
T007436,52402.18,4.71,25,22,Web,B2B,Hyderabad
T007437,25544.98,6.56,57,35,Web,Services,Mumbai
T007438,65385.62,4.85,51,45,Web,Services,Delhi
T007439,50790.93,2.4,56,23,Web,Wholesale,Delhi
T007440,47311.39,6.08,63,29,Web,Wholesale,Hyderabad
T007441,60374.54,5.05,36,23,Web,B2B,Hyderabad
T007442,52791.39,5.95,49,12,Web,Services,Mumbai
T007443,42751.2,9.47,64,25,Web,Services,Mumbai
T007444,57146.18,6.24,45,44,Web,Services,Mumbai
T007445,59050.49,5.16,43,19,Web,B2B,Mumbai
T007446,25557.05,5.17,41,48,Web,Wholesale,Chennai
T007447,50859.83,4.11,43,26,Web,B2B,Delhi
T007448,46205.59,5.7,54,38,Web,Wholesale,Delhi
T007449,52374.16,6.52,51,29,Web,Services,Delhi
T007450,46223.56,1.32,58,38,Web,Services,Hyderabad
T007451,57522.76,5.59,58,10,Web,B2B,Delhi
T007452,39861.88,7.23,29,34,Web,B2B,Chennai
T007453,50969.47,4.64,50,46,Web,B2B,Delhi
T007454,53993.2,4.27,43,22,Web,Services,Hyderabad
T007455,63216.43,1.0,45,29,Web,B2B,Hyderabad
T007456,38218.42,4.97,54,37,Web,B2B,Delhi
T007457,27919.3,3.94,63,39,Web,B2B,Chennai
T007458,51586.18,9.29,62,16,Web,Services,Mumbai
T007459,48953.01,4.69,61,11,Web,Services,Delhi
T007460,57989.37,5.45,50,25,Web,Wholesale,Hyderabad
T007461,61096.45,6.58,31,41,Web,Wholesale,Mumbai
T007462,67325.94,5.93,55,36,Web,B2B,Delhi
T007463,51125.04,6.48,34,14,Web,Services,Chennai
T007464,45742.27,6.71,39,40,Web,B2B,Delhi
T007465,47719.41,2.07,52,19,Web,Services,Chennai
T007466,44562.03,5.68,38,16,Web,Services,Chennai
