session_duration_sec,avg_latency_ms,packet_loss_percent,signal_strength_dbm,throughput_mbps,jitter_ms,handover_count,connected_users,cpu_utilization_percent,issue_type
439,125,6.8,-84,27,36,8,126,88,3
271,53,1.89,-116,71,7,2,93,53,2
452,95,3.13,-74,42,28,6,285,92,1
365,31,0.9,-118,50,4,2,45,40,2
364,121,3.44,-71,54,26,8,271,92,1
281,152,5.77,-87,27,50,6,118,79,3
338,60,1.91,-116,66,6,2,73,34,2
382,122,7.05,-82,25,49,4,146,66,3
317,24,0.34,-66,205,1,1,33,37,0
429,105,3.07,-77,22,17,6,267,78,1
449,24,0.38,-68,167,5,2,46,23,0
372,60,1.56,-115,52,5,2,96,35,2
354,21,0.28,-70,248,1,0,64,20,0
382,107,2.76,-71,46,17,4,189,88,1
279,29,0.34,-69,223,5,0,59,29,0
273,53,1.18,-117,80,9,4,68,36,2
361,139,4.14,-83,29,37,4,148,75,3
356,116,6.94,-80,17,44,5,157,90,3
310,101,1.78,-72,30,27,5,205,95,1
340,178,5.3,-79,30,46,5,104,80,3
315,40,1.65,-120,85,7,2,47,50,2
400,35,1.36,-117,52,5,4,73,53,2
370,170,6.01,-80,24,46,8,131,67,3
223,56,1.61,-110,85,4,5,54,39,2
263,45,0.78,-104,88,5,3,99,48,2
309,113,6.86,-83,17,35,5,110,74,3
391,108,2.91,-78,25,30,8,284,84,1
446,160,6.25,-78,22,32,7,166,66,3
473,101,2.32,-72,29,29,4,209,83,1
333,24,0.19,-67,163,4,0,37,45,0
275,25,0.24,-73,165,3,2,40,22,0
229,53,0.55,-103,77,5,2,43,42,2
316,113,4.6,-90,22,38,8,150,75,3
375,43,0.6,-106,53,5,4,42,30,2
412,167,7.57,-90,16,44,6,134,65,3
295,180,4.76,-85,12,43,9,161,73,3
444,114,2.62,-74,40,22,3,293,88,1
379,116,3.46,-75,24,16,5,235,88,1
260,10,0.23,-72,151,5,1,67,29,0
336,102,2.67,-69,40,17,7,286,88,1
327,10,0.31,-68,206,2,2,34,31,0
305,50,1.96,-107,74,6,3,95,53,2
399,124,2.54,-76,22,21,7,296,97,1
398,84,1.47,-72,52,21,8,184,87,1
260,17,0.32,-67,171,4,2,36,22,0
379,57,1.17,-110,58,7,3,69,48,2
490,100,3.15,-75,23,26,4,251,98,1
291,37,0.91,-115,53,4,2,59,52,2
348,56,0.62,-108,51,9,5,64,40,2
387,126,1.19,-71,43,20,7,199,81,1
328,121,7.21,-78,26,35,9,170,86,3
230,47,1.69,-105,84,9,3,69,32,2
359,39,1.51,-111,51,10,5,41,40,2
392,138,5.99,-80,10,46,6,128,70,3
351,119,1.17,-70,57,20,4,212,89,1
323,114,3.1,-74,60,21,6,230,98,1
360,50,1.28,-102,51,10,3,66,52,2
401,42,0.56,-106,61,4,5,82,30,2
421,130,6.14,-90,11,40,4,172,68,3
326,128,2.68,-69,30,20,3,182,97,1
425,26,0.3,-74,163,4,2,30,20,0
394,168,6.9,-82,32,38,8,133,66,3
431,20,0.15,-73,155,4,1,46,35,0
385,17,0.08,-75,229,5,0,29,31,0
453,81,3.3,-75,49,26,4,270,87,1
258,13,0.15,-70,187,4,2,62,25,0
344,37,1.37,-106,66,9,4,51,40,2
489,103,1.89,-71,30,29,5,266,76,1
362,118,1.25,-71,29,30,5,263,95,1
363,19,0.02,-67,162,2,2,51,26,0
254,51,1.75,-103,84,6,5,41,41,2
250,44,0.63,-110,68,8,5,96,48,2
298,59,1.52,-100,61,8,5,69,40,2
488,81,2.43,-75,30,25,6,201,77,1
375,178,5.27,-85,22,46,5,138,80,3
392,33,0.65,-118,84,9,5,78,41,2
339,13,0.35,-70,185,3,0,33,39,0
303,153,6.83,-85,20,37,7,155,79,3
256,43,1.65,-112,65,5,3,53,45,2
334,87,1.02,-72,38,23,8,278,97,1
260,11,0.44,-70,183,4,1,63,39,0
450,83,1.4,-68,31,27,5,269,96,1
426,145,5.25,-84,16,46,5,149,74,3
353,120,1.36,-72,59,21,3,192,89,1
343,100,2.04,-74,53,25,3,235,79,1
228,36,0.72,-117,68,4,3,79,39,2
462,87,3.4,-74,49,18,6,275,95,1
345,98,3.33,-68,48,26,7,292,91,1
315,10,0.19,-68,246,5,2,68,43,0
402,24,0.17,-71,206,5,0,69,43,0
410,51,0.63,-108,83,5,4,64,45,2
392,36,1.46,-111,51,7,2,55,36,2
466,80,3.34,-71,47,28,8,241,93,1
422,169,4.81,-89,25,34,5,160,74,3
482,92,3.0,-73,50,29,6,272,90,1
484,106,1.88,-74,37,22,5,272,80,1
410,125,1.82,-75,29,27,7,271,75,1
344,59,1.77,-100,85,8,5,45,41,2
440,86,1.07,-73,46,26,7,219,89,1
243,48,1.22,-111,74,6,5,47,53,2
434,23,0.3,-67,238,4,2,53,42,0
414,126,2.25,-69,57,16,7,236,95,1
276,40,0.52,-104,58,10,5,80,42,2
379,168,7.93,-89,28,43,4,161,79,3
396,89,2.9,-78,51,26,3,260,84,1
280,117,4.49,-86,26,49,6,150,77,3
445,149,7.07,-79,21,36,4,112,73,3
311,38,1.9,-105,53,9,5,48,47,2
259,58,1.61,-103,70,9,3,78,52,2
447,107,2.1,-76,46,28,3,198,89,1
302,110,6.78,-80,21,45,4,165,87,3
367,30,0.16,-72,213,4,0,32,40,0
336,37,1.22,-112,58,7,6,73,52,2
303,175,5.77,-81,33,45,7,103,82,3
349,11,0.43,-70,194,1,1,66,28,0
300,81,1.91,-78,22,23,3,198,83,1
384,124,4.6,-79,16,40,8,104,74,3
258,40,1.39,-107,87,4,6,43,38,2
313,173,5.54,-87,29,48,4,153,67,3
328,47,0.75,-116,82,4,2,80,45,2
281,11,0.24,-67,163,5,0,28,23,0
344,31,1.1,-111,88,6,6,51,50,2
310,159,4.7,-81,24,45,7,165,90,3
261,41,1.66,-108,87,10,3,74,36,2
387,108,2.9,-70,32,20,6,265,80,1
343,28,0.25,-69,152,3,1,68,44,0
267,18,0.45,-74,168,4,1,43,21,0
404,24,0.27,-70,157,1,1,53,38,0
288,47,0.77,-116,58,6,2,98,46,2
344,90,3.14,-77,28,19,3,199,82,1
396,165,7.58,-85,34,46,8,165,81,3
337,28,0.22,-70,159,2,2,51,40,0
362,148,4.19,-78,12,32,5,111,65,3
300,30,1.07,-116,85,5,3,67,51,2
403,36,1.68,-106,71,4,5,84,30,2
420,46,1.82,-108,89,8,2,73,51,2
437,23,0.07,-70,221,5,2,34,33,0
362,153,7.71,-86,24,36,9,116,77,3
315,27,0.28,-65,168,3,1,20,24,0
323,81,1.09,-70,27,30,4,247,95,1
386,112,1.89,-72,59,22,6,237,89,1
428,100,1.46,-71,27,22,3,189,91,1
281,44,1.78,-107,80,6,6,86,50,2
392,152,5.2,-87,30,42,7,172,68,3
359,16,0.22,-66,178,1,2,23,34,0
265,51,1.2,-107,85,10,4,72,36,2
266,11,0.33,-72,188,4,0,42,30,0
306,83,1.83,-72,34,17,7,277,80,1
246,56,1.01,-108,71,5,3,77,36,2
400,120,3.37,-71,37,16,4,256,98,1
414,18,0.26,-70,245,3,1,35,44,0
403,10,0.49,-72,179,4,1,23,33,0
348,98,2.81,-77,36,16,4,286,78,1
384,27,0.33,-65,208,5,2,57,34,0
482,83,2.52,-72,45,25,4,240,75,1
362,13,0.32,-65,237,2,2,21,29,0
268,30,0.38,-66,222,2,0,55,36,0
397,111,2.33,-77,46,18,7,218,84,1
275,39,1.45,-110,74,10,3,95,44,2
394,117,3.25,-76,60,24,3,230,88,1
442,86,2.11,-71,60,23,8,260,88,1
376,36,0.58,-104,60,9,2,40,35,2
356,37,1.55,-103,72,9,4,85,54,2
375,177,4.73,-87,12,47,4,136,89,3
311,176,5.34,-90,34,49,6,169,89,3
365,103,1.17,-75,54,30,8,254,87,1
376,54,0.5,-102,62,6,6,43,50,2
466,101,3.23,-77,46,27,8,277,80,1
469,129,3.01,-75,40,29,6,249,95,1
383,29,0.3,-72,165,3,2,26,28,0
380,136,7.19,-80,21,44,8,176,86,3
395,115,2.88,-76,27,27,4,284,77,1
256,12,0.18,-74,223,4,1,22,30,0
410,58,0.57,-105,69,7,5,53,46,2
317,86,1.25,-70,51,22,8,193,93,1
407,18,0.42,-71,167,4,2,52,38,0
485,128,2.56,-78,54,22,3,272,87,1
417,43,0.65,-110,74,7,4,95,45,2
275,59,1.76,-100,57,5,6,62,50,2
297,29,0.14,-75,221,3,1,44,35,0
467,103,2.45,-68,46,18,5,259,86,1
385,125,2.18,-69,59,28,6,300,90,1
414,123,6.54,-85,14,40,5,148,65,3
259,53,0.65,-120,60,8,3,65,51,2
371,20,0.45,-66,194,2,2,38,31,0
426,159,4.68,-90,15,49,9,174,78,3
387,131,4.59,-88,22,43,6,141,88,3
274,17,0.45,-66,192,3,0,25,30,0
316,159,4.37,-85,31,43,7,174,83,3
363,40,0.78,-117,89,5,6,51,48,2
438,26,0.34,-70,168,3,1,26,23,0
338,95,2.62,-75,42,27,7,205,88,1
382,30,1.7,-113,77,7,5,83,55,2
374,10,0.46,-70,193,5,2,52,41,0
284,16,0.18,-70,170,1,1,70,24,0
286,40,1.18,-114,71,5,5,78,30,2
398,121,2.22,-76,54,26,3,278,95,1
400,147,4.8,-84,10,34,9,163,82,3
281,131,7.24,-84,11,38,4,127,81,3
449,151,6.01,-81,15,46,4,137,67,3
276,49,1.65,-104,65,9,2,61,47,2
354,22,0.21,-70,235,3,1,64,23,0
425,90,2.72,-70,47,19,3,263,87,1
384,177,6.43,-88,20,33,8,163,83,3
432,81,3.26,-70,56,24,6,248,81,1
319,30,0.08,-66,177,2,1,24,27,0
368,27,0.05,-70,176,2,1,38,41,0
364,18,0.09,-75,160,1,1,31,20,0
325,159,5.69,-81,34,31,4,120,76,3
291,52,1.86,-114,71,7,5,83,44,2
226,40,1.13,-118,87,5,5,91,41,2
300,115,6.72,-82,22,32,8,136,65,3
291,20,0.19,-75,241,2,2,30,35,0
325,28,0.43,-67,196,3,0,57,27,0
400,106,2.06,-77,38,30,6,199,83,1
446,28,0.11,-70,154,5,1,40,40,0
385,96,1.61,-77,26,24,6,239,97,1
437,122,5.81,-79,35,41,4,105,65,3
370,20,0.25,-72,237,2,2,50,34,0
493,94,2.14,-75,30,27,4,188,78,1
329,135,7.32,-83,24,40,8,131,84,3
301,166,7.94,-87,12,44,7,141,80,3
433,119,7.33,-78,33,37,5,133,66,3
332,57,0.87,-120,66,6,3,100,43,2
366,31,0.52,-115,62,9,4,56,32,2
404,129,7.5,-78,13,50,6,135,77,3
341,17,0.47,-75,212,2,0,65,25,0
408,117,1.67,-76,24,27,7,249,76,1
336,24,0.33,-67,226,2,1,45,37,0
395,142,5.58,-84,24,35,4,152,90,3
382,89,2.01,-73,46,20,4,206,94,1
386,127,1.85,-70,42,18,6,292,82,1
323,43,1.36,-118,61,7,3,83,41,2
422,161,7.21,-86,21,34,6,102,79,3
397,90,2.14,-70,43,21,5,216,82,1
347,106,2.86,-78,48,15,8,279,93,1
261,50,1.66,-114,74,6,2,96,50,2
416,104,1.44,-71,38,30,3,226,77,1
365,110,1.18,-71,31,22,3,207,89,1
449,10,0.25,-65,188,1,1,32,22,0
321,26,0.43,-72,210,4,0,58,32,0
488,113,2.2,-70,24,27,3,197,78,1
422,30,0.28,-66,240,1,1,52,21,0
354,103,1.34,-78,49,17,5,204,93,1
369,157,7.02,-80,31,41,4,116,80,3
312,22,0.41,-75,156,5,0,47,37,0
338,125,7.75,-83,24,50,5,176,71,3
338,19,0.33,-75,153,5,2,48,41,0
397,106,2.76,-70,48,21,5,227,85,1
458,120,1.84,-70,30,29,8,198,81,1
298,130,7.41,-84,32,43,8,150,72,3
261,16,0.33,-73,167,4,0,28,36,0
224,44,0.87,-119,56,6,5,91,46,2
271,54,0.64,-101,65,10,5,86,55,2
441,146,6.18,-90,17,50,9,142,83,3
499,111,1.26,-73,42,29,4,229,90,1
449,120,7.23,-85,14,39,4,174,74,3
267,31,1.45,-109,61,4,4,70,48,2
463,110,2.81,-73,50,23,6,243,87,1
285,164,4.73,-84,27,33,8,113,83,3
330,80,2.74,-72,51,30,3,236,98,1
288,162,4.81,-81,14,50,8,143,90,3
257,19,0.39,-69,230,4,1,20,21,0
303,42,1.45,-120,57,5,2,62,55,2
414,18,0.46,-70,195,5,0,61,30,0
351,31,1.71,-102,59,7,5,99,48,2
423,86,2.8,-77,32,27,8,275,79,1
332,60,1.44,-103,53,7,3,71,37,2
393,24,0.05,-74,231,1,0,66,30,0
315,93,2.62,-75,26,27,6,226,98,1
262,25,0.08,-73,241,4,0,59,33,0
307,153,5.7,-89,22,33,4,169,86,3
307,105,3.26,-76,44,27,7,246,83,1
320,138,7.99,-86,10,37,6,134,73,3
416,123,4.23,-84,14,36,4,178,66,3
462,109,1.85,-69,37,17,7,196,89,1
360,18,0.27,-65,154,2,1,62,33,0
361,35,1.09,-107,59,10,3,67,54,2
361,95,1.25,-75,60,22,5,287,78,1
302,52,1.35,-100,85,4,2,45,51,2
308,126,2.81,-70,43,25,3,298,89,1
344,39,1.39,-107,58,4,6,48,37,2
386,29,0.13,-73,157,5,1,31,28,0
275,32,1.08,-103,72,4,6,71,52,2
371,88,2.75,-74,57,26,4,190,89,1
300,111,5.68,-81,11,43,5,133,73,3
288,51,0.93,-119,71,7,6,40,36,2
337,171,6.28,-82,31,44,4,144,71,3
416,50,1.17,-120,72,7,3,83,38,2
390,105,2.46,-74,23,28,6,293,98,1
288,29,0.49,-75,181,3,2,61,41,0
279,20,0.24,-75,227,2,2,44,25,0
422,166,7.69,-83,12,47,6,100,80,3
402,41,0.67,-101,54,5,5,80,43,2
351,49,0.98,-105,66,8,4,63,46,2
387,16,0.22,-75,227,3,0,64,44,0
269,36,1.77,-109,62,6,4,90,47,2
441,159,5.9,-84,35,39,7,100,76,3
362,23,0.2,-66,178,5,1,38,31,0
282,110,4.28,-88,27,49,6,155,83,3
231,49,0.64,-109,83,7,4,65,52,2
312,21,0.43,-72,241,5,2,28,33,0
352,18,0.46,-65,222,2,0,69,37,0
488,101,1.62,-78,37,29,3,202,80,1
251,26,0.15,-69,221,5,0,37,33,0
389,121,5.88,-87,24,37,5,174,76,3
380,30,1.28,-114,60,6,5,47,47,2
261,29,0.47,-65,238,3,1,64,21,0
429,161,5.02,-79,22,39,7,142,79,3
308,24,0.08,-70,152,3,1,66,38,0
403,88,2.7,-75,22,30,5,217,84,1
313,91,3.31,-75,54,18,3,241,75,1
444,127,2.11,-70,23,30,8,212,85,1
404,25,0.42,-68,170,1,2,54,33,0
444,112,7.4,-84,13,43,9,137,81,3
294,142,5.59,-89,24,37,5,138,81,3
373,37,1.23,-105,74,10,2,41,46,2
347,52,1.34,-119,80,4,3,47,42,2
391,82,1.56,-69,52,22,7,180,80,1
442,17,0.14,-69,182,5,2,28,39,0
359,163,5.23,-87,25,48,8,120,88,3
387,107,2.98,-76,53,28,5,194,83,1
252,30,0.66,-114,86,5,2,64,41,2
385,161,6.26,-80,21,49,5,171,68,3
356,85,3.18,-75,52,17,8,186,91,1
385,18,0.01,-70,209,3,2,21,20,0
281,15,0.12,-65,213,2,0,56,40,0
394,32,1.43,-120,63,7,3,48,31,2
385,13,0.49,-71,225,3,0,44,39,0
312,49,0.5,-108,51,9,3,98,37,2
351,82,1.23,-73,55,21,5,232,80,1
296,29,0.29,-75,248,5,0,46,34,0
399,42,1.38,-116,65,6,3,84,45,2
418,54,0.61,-102,51,9,3,66,42,2
400,48,1.56,-100,70,9,3,88,37,2
483,92,1.3,-74,58,16,4,289,87,1
292,145,6.44,-78,24,49,8,126,90,3
312,60,0.89,-116,50,8,4,69,51,2
376,15,0.49,-65,209,4,2,20,37,0
369,26,0.36,-71,186,3,2,52,30,0
381,28,0.28,-67,154,2,2,51,40,0
300,82,2.7,-76,30,26,3,288,87,1
422,176,5.2,-87,30,46,6,151,65,3
253,30,0.15,-70,180,1,0,22,45,0
412,15,0.14,-73,212,5,1,65,20,0
232,31,1.41,-110,53,7,2,93,36,2
288,53,1.81,-120,50,7,6,97,50,2
263,40,1.15,-117,50,5,4,74,35,2
361,42,1.59,-105,61,6,2,99,47,2
370,12,0.33,-66,178,4,0,40,23,0
406,117,4.1,-90,28,41,8,112,78,3
288,18,0.46,-69,162,4,1,55,34,0
278,30,1.41,-118,53,6,4,52,44,2
293,13,0.47,-73,161,4,0,21,30,0
390,111,3.15,-72,31,16,4,190,80,1
371,49,1.04,-112,52,10,5,56,31,2
447,133,5.79,-79,30,38,8,164,68,3
267,47,1.03,-112,68,10,2,76,38,2
235,58,0.92,-111,87,9,2,74,51,2
369,15,0.02,-67,217,4,2,45,25,0
374,15,0.37,-66,172,4,1,64,36,0
260,41,1.75,-104,86,7,3,70,31,2
318,86,2.82,-72,20,29,8,298,85,1
320,56,0.53,-105,90,10,6,55,43,2
381,123,7.61,-82,13,47,8,133,80,3
333,128,6.87,-84,17,36,9,111,77,3
369,100,1.56,-69,38,23,6,288,78,1
417,139,7.59,-81,31,42,8,172,67,3
323,162,4.05,-78,22,48,4,166,77,3
284,130,6.19,-80,14,36,8,143,78,3
383,121,5.63,-85,19,46,7,138,83,3
398,59,0.66,-115,81,7,6,99,51,2
270,40,0.54,-105,53,6,6,59,33,2
483,93,2.67,-70,35,21,5,266,93,1
382,103,1.14,-68,60,26,5,257,75,1
351,113,7.91,-88,33,40,7,157,89,3
450,155,6.69,-88,17,43,9,145,70,3
441,10,0.33,-65,162,4,1,31,34,0
444,175,7.61,-88,29,36,4,131,79,3
393,31,0.87,-106,77,9,3,94,51,2
390,163,7.67,-88,16,46,8,169,70,3
381,114,1.21,-71,44,30,3,188,87,1
393,148,6.59,-90,35,44,4,119,79,3
381,139,4.45,-87,30,49,7,171,84,3
268,44,1.11,-111,68,8,6,64,54,2
343,153,4.66,-79,29,34,6,150,80,3
478,87,2.98,-69,42,28,6,238,84,1
264,25,0.11,-67,153,3,0,65,35,0
309,140,7.18,-81,17,36,9,107,71,3
386,150,5.68,-87,17,40,8,119,70,3
406,15,0.31,-74,153,1,0,26,34,0
396,129,5.98,-83,21,48,6,106,88,3
311,126,7.38,-78,25,49,7,131,82,3
290,28,0.03,-73,154,2,2,61,44,0
329,50,0.5,-107,72,6,5,46,44,2
383,163,6.9,-89,23,47,4,122,89,3
367,178,6.09,-79,27,46,7,171,76,3
316,30,0.29,-67,188,1,2,46,24,0
335,40,1.69,-119,80,4,3,71,30,2
317,25,0.32,-65,194,2,0,64,25,0
334,83,1.63,-73,44,22,8,255,86,1
426,18,0.42,-73,243,2,0,31,44,0
452,99,3.08,-68,42,30,6,207,82,1
329,20,0.3,-69,190,3,2,65,37,0
444,93,1.48,-73,24,16,6,186,83,1
462,124,2.72,-74,48,22,3,241,98,1
233,36,1.72,-119,76,5,5,64,37,2
332,36,1.61,-101,54,9,5,90,40,2
370,13,0.14,-66,168,1,0,63,45,0
354,27,0.22,-67,169,3,0,34,43,0
422,130,1.01,-77,35,29,5,188,95,1
370,166,4.37,-86,30,30,4,115,90,3
350,51,1.86,-110,79,5,4,46,50,2
485,103,3.28,-71,38,23,3,201,77,1
330,155,4.76,-82,16,49,4,107,68,3
396,53,1.44,-106,67,10,5,61,46,2
409,27,0.23,-67,199,3,1,43,29,0
384,126,4.45,-78,24,41,7,145,90,3
336,24,0.13,-74,187,2,1,23,44,0
410,11,0.17,-67,248,3,2,67,20,0
367,84,1.29,-68,33,21,5,290,78,1
309,60,0.62,-116,60,7,3,85,54,2
326,16,0.22,-75,188,2,1,20,23,0
251,52,1.22,-101,58,4,5,46,39,2
261,27,0.26,-70,202,1,2,38,39,0
320,114,7.8,-79,15,45,7,145,71,3
376,130,2.98,-69,55,18,6,185,75,1
292,138,4.3,-83,28,44,5,134,72,3
352,60,1.96,-102,82,6,5,53,41,2
428,179,6.39,-82,28,39,8,108,86,3
356,51,0.57,-104,75,7,3,55,53,2
363,131,5.98,-78,27,35,9,155,86,3
329,19,0.34,-65,177,2,0,57,20,0
259,59,0.64,-117,86,10,2,92,45,2
295,41,1.92,-104,59,8,3,98,52,2
330,177,5.68,-85,23,38,4,109,87,3
288,145,4.36,-90,23,43,6,171,89,3
324,58,0.72,-117,62,5,4,84,38,2
436,20,0.17,-74,153,2,2,46,43,0
306,60,0.81,-114,63,6,3,99,51,2
346,164,5.3,-85,33,34,5,173,82,3
393,16,0.3,-68,199,3,0,24,37,0
404,30,0.33,-72,151,5,0,55,31,0
386,24,0.22,-69,224,3,2,62,38,0
465,109,2.04,-77,46,25,5,181,94,1
354,17,0.26,-66,222,4,1,68,22,0
408,30,0.42,-66,240,3,2,65,36,0
340,22,0.39,-65,225,1,2,25,22,0
348,82,2.42,-78,25,25,3,229,79,1
339,32,0.99,-114,90,6,4,66,38,2
374,26,0.09,-69,232,5,2,49,31,0
494,107,2.08,-76,52,28,7,279,87,1
404,95,1.92,-68,21,15,8,259,91,1
338,59,1.53,-116,68,4,4,94,43,2
338,22,0.4,-68,215,2,0,35,26,0
430,132,4.64,-84,17,40,9,153,69,3
332,180,5.55,-78,17,47,8,171,69,3
261,17,0.5,-72,217,4,1,39,23,0
394,82,3.15,-76,37,28,5,203,77,1
403,37,1.03,-104,52,8,2,42,48,2
403,121,6.18,-87,33,47,8,110,78,3
296,43,0.87,-118,76,4,2,93,53,2
430,29,0.21,-74,150,2,0,65,38,0
485,121,2.9,-74,36,24,7,257,95,1
333,141,6.51,-81,12,32,5,155,89,3
441,110,1.51,-77,54,21,6,249,90,1
344,126,2.75,-75,26,16,4,191,90,1
317,142,6.14,-84,26,38,6,159,77,3
381,159,4.88,-89,28,33,7,137,80,3
392,25,0.27,-72,176,4,0,25,23,0
279,49,1.03,-103,77,10,3,83,42,2
412,28,0.34,-69,199,1,2,50,33,0
337,121,1.15,-76,48,26,5,218,83,1
314,127,5.87,-90,20,41,9,108,82,3
343,21,0.12,-73,153,2,1,37,31,0
325,20,0.13,-67,247,2,2,29,28,0
325,27,0.48,-69,189,2,0,61,33,0
316,139,4.85,-85,34,48,8,163,71,3
459,122,1.61,-77,25,15,8,298,88,1
422,21,0.46,-71,175,3,2,39,25,0
220,44,1.78,-100,84,8,6,72,55,2
364,113,7.95,-88,35,47,8,129,68,3
416,114,1.9,-71,24,24,6,192,82,1
313,44,1.14,-118,86,5,5,54,55,2
222,43,0.66,-120,81,10,2,98,38,2
327,35,0.54,-112,87,6,6,61,47,2
325,29,0.09,-70,186,1,2,42,31,0
355,86,1.25,-72,26,24,8,271,95,1
292,43,0.61,-105,79,7,4,56,37,2
440,21,0.49,-73,197,3,0,70,40,0
362,57,1.13,-106,72,10,3,93,43,2
364,81,3.4,-77,57,21,5,290,93,1
440,109,2.12,-70,37,28,7,219,92,1
281,31,0.76,-105,62,7,3,67,48,2
346,171,6.57,-86,14,44,4,105,69,3
266,22,0.19,-66,181,2,0,64,43,0
426,111,2.87,-78,42,27,7,215,89,1
382,178,7.33,-90,27,34,4,112,88,3
362,112,4.67,-85,32,39,6,169,83,3
258,12,0.38,-67,230,1,0,32,33,0
257,54,1.51,-112,71,4,4,85,49,2
391,177,6.34,-89,18,42,6,167,80,3
474,91,2.87,-73,47,15,8,195,83,1
283,34,0.79,-119,85,8,6,64,38,2
391,17,0.22,-75,200,4,2,58,39,0
392,18,0.03,-73,212,5,1,50,22,0
435,93,2.19,-78,47,24,7,297,85,1
287,43,0.59,-113,78,10,6,87,34,2
344,10,0.41,-67,228,4,1,70,33,0
459,130,1.91,-77,38,17,3,212,95,1
397,45,1.96,-102,78,9,6,63,43,2
444,135,5.87,-79,29,48,7,127,86,3
355,93,3.26,-74,28,21,5,226,85,1
261,17,0.34,-66,238,4,2,28,37,0
363,124,4.4,-84,25,50,5,116,90,3
328,47,1.23,-103,73,8,3,50,37,2
309,176,5.62,-83,35,48,9,128,82,3
388,118,7.54,-86,28,33,4,164,83,3
485,130,2.91,-70,60,20,8,259,88,1
312,27,0.11,-68,167,1,0,58,35,0
285,41,0.91,-111,84,8,6,92,54,2
347,148,5.61,-84,18,46,9,108,83,3
309,40,0.54,-111,78,9,2,87,45,2
361,28,0.45,-71,242,2,2,29,22,0
289,23,0.12,-68,218,4,0,57,41,0
363,119,2.79,-71,44,25,6,255,77,1
370,91,3.05,-78,34,22,8,232,80,1
381,19,0.24,-75,174,3,1,60,27,0
410,147,6.86,-78,25,40,9,104,75,3
284,55,1.53,-110,87,10,6,48,46,2
323,34,0.88,-112,87,8,5,48,43,2
295,37,0.59,-111,77,6,5,98,36,2
340,17,0.2,-67,223,4,1,56,38,0
220,44,1.52,-109,68,5,3,67,37,2
412,18,0.43,-73,170,2,1,50,43,0
475,99,1.36,-73,38,28,4,238,90,1
345,33,0.82,-118,59,8,4,81,45,2
335,12,0.08,-71,225,4,0,38,22,0
400,43,1.91,-116,67,6,6,43,35,2
345,87,2.42,-70,26,15,4,192,76,1
258,40,1.29,-103,51,8,2,40,37,2
409,14,0.33,-72,212,2,0,38,36,0
405,116,3.37,-72,22,27,5,197,96,1
296,112,7.63,-84,30,45,5,126,78,3
253,28,0.16,-66,165,2,1,63,25,0
413,128,6.85,-79,18,42,4,150,79,3
309,100,2.17,-75,48,22,4,201,89,1
322,119,2.53,-70,41,19,3,280,96,1
379,117,5.07,-90,34,31,5,130,73,3
347,169,5.07,-81,28,48,5,163,76,3
382,27,0.17,-72,198,3,0,21,30,0
230,31,0.79,-114,68,8,2,54,35,2
333,17,0.03,-74,169,2,2,39,25,0
358,101,1.72,-76,49,28,4,242,81,1
288,139,6.02,-89,24,41,6,179,71,3
274,19,0.18,-65,195,3,0,37,29,0
357,47,0.53,-114,82,9,3,94,51,2
292,21,0.11,-68,250,2,0,49,36,0
463,123,2.74,-70,34,16,6,265,88,1
265,18,0.26,-66,189,4,2,70,29,0
420,35,0.84,-102,86,9,6,54,51,2
406,49,1.81,-117,75,8,5,68,31,2
475,111,2.72,-74,53,16,7,300,95,1
385,30,0.41,-73,211,3,0,47,42,0
380,155,4.88,-78,29,30,9,150,87,3
418,94,2.21,-78,46,23,8,244,96,1
276,21,0.2,-68,152,3,1,65,27,0
424,30,0.41,-68,241,1,2,68,29,0
290,23,0.32,-73,183,1,2,48,42,0
403,130,5.26,-86,11,47,6,166,86,3
300,14,0.28,-75,187,4,0,20,34,0
430,127,7.5,-78,26,46,6,106,83,3
384,128,5.8,-81,17,35,6,106,77,3
412,115,4.1,-86,20,44,6,176,69,3
310,12,0.5,-69,197,5,2,67,36,0
440,15,0.45,-69,189,2,1,60,25,0
440,98,1.69,-77,33,23,8,234,86,1
372,16,0.31,-73,223,1,2,53,35,0
318,82,1.2,-75,51,19,6,229,94,1
335,124,1.63,-73,20,17,3,291,84,1
301,13,0.22,-71,230,1,1,52,26,0
436,94,1.78,-71,42,17,5,182,94,1
346,20,0.12,-70,220,2,1,66,21,0
413,92,2.61,-77,59,15,5,238,89,1
283,124,5.8,-88,30,49,9,157,66,3
449,20,0.42,-68,163,2,1,36,27,0
341,81,2.73,-71,45,21,7,288,79,1
278,52,1.44,-101,84,9,4,86,54,2
437,123,5.08,-80,17,30,4,177,66,3
252,25,0.1,-69,209,2,2,59,26,0
298,163,7.9,-80,33,43,4,174,66,3
403,30,0.06,-68,214,2,1,22,32,0
475,123,1.2,-71,49,28,5,201,77,1
458,127,3.31,-73,28,18,6,291,75,1
261,32,1.87,-107,60,6,3,98,53,2
463,124,2.89,-72,39,26,5,221,93,1
410,19,0.5,-66,226,5,2,45,38,0
232,56,0.59,-112,62,7,2,63,37,2
450,121,7.25,-80,14,33,6,174,85,3
352,31,0.63,-116,82,6,3,69,54,2
240,49,1.29,-104,73,5,6,41,30,2
324,102,1.49,-78,32,18,7,217,79,1
384,24,0.45,-68,222,5,0,68,21,0
369,140,6.24,-81,18,45,9,160,79,3
275,37,1.64,-107,64,4,5,71,36,2
