Customer_ID,Age,Annual_Income,Total_Orders,Avg_Order_Value,Days_Since_Last_Purchase,App_Sessions_Per_Month,Website_Visits_Per_Month,Wishlist_Count,Cart_Additions_Per_Month,Cluster
C137627,60,2936040,165,3806,292,10,193,2,96,0
C137628,64,2457170,204,10371,62,70,64,10,25,0
C137629,30,2294965,173,8675,265,64,6,75,118,2
C137630,43,197930,82,13517,26,107,120,90,43,4
C137631,52,2702622,76,11208,22,9,51,49,74,2
C137632,63,354707,195,8003,129,93,16,55,47,3
C137633,25,1375601,176,10274,323,39,113,6,63,0
C137634,45,1070767,228,9998,286,98,45,27,62,3
C137635,58,2857365,117,14981,212,65,169,9,3,0
C137636,32,667491,209,1730,311,128,40,94,54,3
C137637,67,1198601,10,1367,270,31,96,76,118,1
C137638,25,1534954,141,5421,209,77,184,69,87,4
C137639,28,1098371,60,13169,153,63,177,51,48,4
C137640,46,1838412,23,4965,255,130,35,48,59,2
C137641,22,2988905,30,9356,304,94,56,91,91,2
C137642,64,157683,120,8861,107,4,190,72,98,1
C137643,64,390595,61,3149,279,91,36,76,17,1
C137644,24,879047,28,6158,340,141,117,95,99,4
C137645,35,1481264,151,6387,141,107,54,8,86,3
C137646,45,2802888,197,7742,113,40,152,93,22,0
C137647,29,776573,49,5742,65,142,75,75,115,4
C137648,29,1313860,158,2440,51,24,164,48,4,0
C137649,53,1041158,201,13014,212,100,20,59,60,3
C137650,46,1351939,98,8534,2,119,48,91,54,3
C137651,28,893257,112,12383,211,24,9,14,73,1
C137652,23,343010,26,5670,21,3,162,14,50,1
C137653,38,2160906,124,12194,266,101,131,21,39,4
C137654,27,608920,81,11821,340,119,116,75,64,4
C137655,49,2507709,162,8579,126,146,104,66,36,3
C137656,64,2032531,68,13182,16,89,71,76,9,2
C137657,50,2937203,78,10172,263,90,188,72,46,0
C137658,34,804873,2,1414,161,91,179,95,28,4
C137659,20,687451,48,13179,320,99,145,74,22,4
C137660,60,2177559,70,9789,141,53,131,47,14,2
C137661,35,493547,248,3040,122,122,57,20,62,3
C137662,27,1501142,201,4478,45,90,117,59,48,3
C137663,58,959043,152,852,2,145,190,60,69,4
C137664,56,1513181,142,13339,40,39,60,88,62,1
C137665,60,1206201,77,10539,215,93,42,57,97,2
C137666,25,1452209,75,12813,172,145,22,14,99,3
C137667,51,994284,104,3168,308,103,149,4,17,4
C137668,54,419128,89,3158,25,145,20,28,106,3
C137669,58,1540929,30,1360,42,99,189,71,47,4
C137670,50,1138157,216,8522,169,10,45,22,61,1
C137671,66,279005,162,4031,295,39,22,58,49,1
C137672,27,886093,151,3295,242,18,38,71,75,1
C137673,57,2154671,211,10453,329,74,125,46,105,0
C137674,35,2310412,65,10098,71,45,78,44,29,2
C137675,42,2738853,79,9976,219,38,155,97,89,0
C137676,59,633334,105,919,302,131,16,52,7,3
C137677,58,449672,120,5470,100,62,26,37,64,1
C137678,53,1854343,174,2385,22,101,149,1,79,4
C137679,19,2948890,62,6898,122,81,191,91,79,4
C137680,36,664309,54,14872,20,71,180,89,105,4
C137681,27,438142,144,5079,186,112,45,38,74,3
C137682,66,1896510,188,3421,299,116,84,39,16,3
C137683,20,2686999,98,5254,96,111,115,30,117,2
C137684,36,2844332,235,5368,50,60,143,52,92,0
C137685,68,567658,193,4019,250,73,131,0,105,1
C137686,43,738052,58,11873,92,7,39,41,113,1
C137687,68,198889,150,3155,54,83,87,71,73,1
C137688,68,2100521,181,8026,62,120,143,7,52,4
C137689,64,991324,2,11055,207,12,155,57,43,1
C137690,42,1738733,49,12283,337,9,21,73,62,2
C137691,67,330319,141,9307,344,37,20,69,3,1
C137692,34,2422523,163,9411,147,86,19,49,92,3
C137693,27,2716536,21,2789,274,19,30,73,72,2
C137694,63,1338238,41,12913,3,65,34,28,9,2
C137695,68,1853628,72,923,132,54,105,9,93,2
C137696,67,1003229,157,10611,101,133,26,50,110,3
C137697,28,1368439,238,4318,131,130,3,76,35,3
C137698,28,1468420,73,10128,118,22,80,8,94,1
C137699,29,1895624,53,13820,355,141,170,48,116,4
C137700,57,446568,132,3912,5,13,121,54,21,1
C137701,65,1417037,195,13290,138,124,191,92,40,4
C137702,25,1728334,115,11633,180,84,136,34,114,4
C137703,41,981237,107,11144,321,17,174,55,105,1
C137704,31,2223342,4,2384,172,31,56,45,89,2
C137705,40,1089018,91,5665,8,36,76,19,66,1
C137706,67,2980249,37,5050,8,68,140,57,15,2
C137707,53,2940521,110,9646,282,7,81,93,116,2
C137708,34,1897130,122,11478,40,59,141,50,49,0
C137709,62,1655671,222,13686,151,26,10,18,56,3
C137710,22,2536119,207,11112,328,70,170,4,73,0
C137711,20,2739053,144,14928,215,90,177,89,112,0
C137712,26,740118,92,10855,358,135,98,75,98,4
C137713,37,1027186,183,14563,25,46,122,20,74,1
C137714,67,771484,204,12217,172,56,46,71,95,3
C137715,37,2329151,217,4641,75,15,149,28,37,0
C137716,68,225240,28,4415,47,41,26,88,73,1
C137717,36,329460,123,1629,361,107,182,5,63,4
C137718,38,2183959,60,3644,192,85,194,82,119,4
C137719,33,219442,244,2734,251,36,1,63,64,3
C137720,50,1498322,117,8076,152,30,72,13,28,1
C137721,22,2210460,245,6114,278,58,194,82,52,0
C137722,41,1019250,110,1486,39,124,143,95,86,4
C137723,32,2520812,132,7369,337,19,114,26,68,0
C137724,43,547214,99,8531,327,9,184,42,85,1
C137725,61,2243591,167,1997,149,79,114,8,104,0
C137726,42,1232856,69,7858,81,72,32,40,90,2
C137727,45,1495308,242,11996,89,45,100,98,59,0
C137728,50,403053,29,4360,174,121,83,0,18,4
C137729,63,2151663,249,9641,92,49,105,12,33,0
C137730,35,798480,17,14495,105,36,48,41,79,1
C137731,35,2530879,159,12821,341,130,132,80,27,4
C137732,55,887309,12,14371,312,97,47,99,71,2
C137733,50,1494481,100,13955,270,31,173,69,112,1
C137734,44,704556,95,13130,131,26,90,3,86,1
C137735,66,237714,11,1502,287,135,144,60,6,4
C137736,67,1429238,174,3181,138,11,112,11,37,1
C137737,32,2737278,167,5027,5,14,99,22,116,0
C137738,61,2139343,158,12254,136,135,128,75,80,4
C137739,30,2816203,160,13363,146,127,160,37,97,4
C137740,69,1285444,200,4275,325,26,4,37,92,3
C137741,51,996354,202,938,254,137,141,34,59,4
C137742,21,1795837,11,12592,248,87,57,79,51,2
C137743,52,820768,155,13974,359,125,25,78,61,3
C137744,36,1493282,6,345,230,123,110,32,58,4
C137745,48,2616849,183,14042,180,118,31,68,19,3
C137746,42,1354819,105,9396,98,106,169,18,113,4
C137747,57,2740612,6,10985,183,16,107,90,39,2
C137748,29,156831,103,7813,325,92,9,36,107,3
C137749,29,1741609,158,11730,231,41,152,44,64,0
C137750,59,2963076,18,5461,196,71,105,25,107,2
C137751,42,1126666,103,2432,139,65,2,41,71,3
C137752,50,2875318,39,8169,106,130,65,80,101,2
C137753,54,543372,78,9935,70,145,28,22,104,3
C137754,45,1185144,191,14193,209,19,189,25,47,0
C137755,69,2985662,143,2894,363,112,99,41,37,0
C137756,60,2998939,50,1741,255,70,8,3,95,2
C137757,26,183957,181,12889,121,70,131,2,42,1
C137758,31,2982142,228,14700,141,105,20,12,22,3
C137759,20,1861630,87,9668,131,110,179,86,42,4
C137760,22,2994573,36,6034,167,74,60,2,18,2
C137761,43,1776616,217,3886,344,105,45,90,78,3
C137762,58,1690639,9,799,288,44,54,99,81,2
C137763,35,659479,61,4142,158,3,93,19,67,1
C137764,55,1125947,101,14080,118,83,47,73,5,3
C137765,38,900803,152,14512,361,108,76,70,70,3
C137766,56,1253592,211,13117,101,149,70,41,90,3
C137767,33,2948613,100,13265,144,12,5,36,85,2
C137768,57,1950345,189,13799,339,23,116,9,1,0
C137769,40,1147799,98,959,196,110,120,93,6,4
C137770,46,437011,203,12283,92,57,176,21,4,1
C137771,27,2494345,128,2187,165,74,1,82,31,2
C137772,22,953428,176,4920,323,134,199,35,7,4
C137773,28,1578048,35,3957,101,84,95,16,55,2
C137774,46,1763310,92,2936,99,98,176,5,56,4
C137775,62,2655088,116,6159,66,52,123,6,23,0
C137776,44,1273034,105,1430,169,97,31,46,80,3
C137777,69,418521,31,14320,262,143,176,18,1,4
C137778,51,2211727,100,11285,318,120,78,90,61,2
C137779,31,2224061,225,11455,309,66,187,50,26,0
C137780,58,2881784,125,7992,289,43,27,91,25,2
C137781,59,426026,143,1346,321,58,31,83,111,1
C137782,27,379291,194,350,22,66,157,69,82,1
C137783,59,305893,127,5590,55,131,28,99,67,3
C137784,68,163181,103,10142,121,22,87,50,29,1
C137785,28,2575235,242,12214,337,89,108,12,82,0
C137786,28,1652896,27,1953,30,95,13,68,34,2
C137787,52,1440742,111,7557,11,120,148,62,39,4
C137788,36,1909200,144,4339,268,65,74,57,88,2
C137789,41,1309551,67,6346,234,82,78,33,111,2
C137790,18,807440,191,9355,133,30,124,39,24,1
C137791,29,2374529,27,12535,93,129,117,98,37,2
C137792,64,2846616,160,7669,351,137,68,20,102,3
C137793,31,2259303,186,13120,155,107,8,24,41,3
C137794,20,436988,163,1101,90,123,27,41,33,3
C137795,69,307424,152,10016,167,19,121,77,108,1
C137796,62,2614042,71,7548,224,66,187,27,70,0
C137797,67,1075808,113,11556,41,72,115,9,82,1
C137798,49,2038072,232,8840,336,93,133,69,62,0
C137799,33,1122279,83,4909,332,109,48,25,58,3
C137800,55,581085,133,4904,335,139,76,85,49,3
C137801,27,945968,167,14142,90,86,15,56,103,3
C137802,34,2655622,51,6213,216,98,106,1,17,2
C137803,66,1865239,191,1684,247,11,87,30,33,0
C137804,57,1550355,248,12919,45,136,35,7,45,3
C137805,21,1260380,8,2186,48,144,172,90,102,4
C137806,32,1732036,89,5345,342,94,111,13,108,4
C137807,50,782042,22,11979,178,29,31,15,40,1
C137808,56,1915482,66,1289,78,57,80,48,78,2
C137809,27,2954308,168,3858,198,78,2,54,56,2
C137810,24,1836619,46,2236,85,69,97,66,92,2
C137811,50,1274063,10,527,9,6,135,68,63,1
C137812,34,718733,82,12338,152,16,66,19,79,1
C137813,29,1378839,217,11416,172,10,16,51,64,1
C137814,34,2188155,114,12576,274,140,173,79,9,4
C137815,64,1628528,208,14606,159,19,64,60,0,0
C137816,33,2095049,207,7740,286,54,105,84,46,0
C137817,31,1059071,199,3844,160,129,89,56,77,3
C137818,20,2443201,204,3264,107,36,169,89,78,0
C137819,68,2111824,96,10408,304,83,143,91,30,0
C137820,61,1955299,195,13358,231,56,133,2,82,0
C137821,68,618713,129,1563,234,13,137,53,41,1
C137822,67,1844550,56,12965,358,147,116,89,100,4
C137823,47,321140,43,12776,11,135,28,65,6,3
C137824,63,317828,215,7774,275,7,72,30,94,1
C137825,69,1176624,163,9704,134,85,66,80,70,3
C137826,58,1328974,65,11437,72,128,125,39,81,4
C137827,52,1364033,236,11794,213,52,56,43,76,3
C137828,43,502404,172,8345,61,83,55,96,76,3
C137829,29,1217078,84,14799,46,77,113,84,31,1
C137830,48,1069872,208,2287,45,92,32,55,33,3
C137831,69,2226438,229,10547,110,28,182,68,89,0
C137832,34,1077617,45,12152,8,131,67,39,93,4
C137833,54,2784913,35,8069,206,6,75,43,114,2
C137834,25,403752,37,8377,140,62,87,3,21,1
C137835,36,2547543,65,6622,75,51,167,40,114,2
C137836,43,2198457,175,5844,97,135,50,48,86,3
C137837,21,1446211,55,13106,187,99,8,25,45,2
C137838,32,2714783,162,8058,296,118,14,78,112,3
C137839,68,2477747,21,14291,328,28,141,60,28,2
C137840,64,829071,26,5936,20,58,10,78,40,1
C137841,31,2672617,14,13433,99,2,86,8,101,2
C137842,47,2180380,146,8248,329,55,179,78,11,0
C137843,65,1583255,88,12325,64,137,53,94,105,3
C137844,59,2720892,35,7912,211,14,121,38,54,2
C137845,41,2654964,193,2331,18,110,8,85,64,3
C137846,63,2237056,246,4385,80,45,158,23,28,0
C137847,69,1045214,239,14439,220,5,115,61,53,0
C137848,60,1248822,235,13379,122,11,66,81,39,1
C137849,51,1981817,16,3881,260,106,182,48,33,4
C137850,36,178122,61,5125,249,36,145,31,18,1
C137851,20,2123946,110,1648,179,144,167,53,83,4
C137852,21,2881554,248,12435,270,49,109,56,5,0
C137853,28,1493159,103,8413,27,92,95,66,22,4
C137854,30,588579,102,3782,97,107,40,59,115,3
C137855,67,1447050,21,411,82,135,138,21,17,4
C137856,35,1468286,216,13555,255,38,183,1,40,0
C137857,36,1218733,26,3090,4,44,64,90,34,1
C137858,61,2579207,175,10754,267,20,71,56,40,0
C137859,50,2634978,46,1301,127,95,104,52,72,2
C137860,55,2094150,244,14916,114,22,132,92,6,0
C137861,20,156276,103,9845,70,110,160,94,79,4
C137862,66,949324,18,1593,282,120,56,60,101,2
C137863,52,249508,169,7211,265,113,104,68,105,3
C137864,18,1540238,216,1645,79,14,106,0,24,0
C137865,52,1946130,236,11689,169,125,196,55,41,0
C137866,53,2570370,92,1694,235,107,27,45,14,2
C137867,55,2458129,20,2510,16,71,145,99,68,2
C137868,56,1858509,125,12746,64,33,110,39,97,0
C137869,42,986049,103,534,188,116,171,6,80,4
C137870,57,829592,209,8543,345,65,113,14,87,1
C137871,30,398953,213,9174,39,19,101,67,64,1
C137872,21,1486628,242,6464,131,91,75,82,67,3
C137873,23,1238719,146,11206,203,46,80,8,4,1
C137874,28,1308648,114,14615,314,97,24,23,93,3
C137875,18,817327,66,10073,32,145,51,80,92,3
C137876,25,2694701,229,5974,212,78,169,28,105,0
C137877,51,1777483,164,4584,219,136,192,75,100,4
C137878,57,2618213,145,14893,181,80,117,16,39,0
C137879,69,874490,43,13112,57,77,162,4,32,4
C137880,26,690911,70,1067,93,48,122,30,41,1
C137881,53,2028553,163,7906,297,99,136,82,93,0
C137882,66,2605369,232,9806,192,80,36,78,63,3
C137883,56,1842502,226,5040,100,46,198,65,88,0
C137884,59,1714719,184,8548,117,44,180,25,16,0
C137885,54,1183004,214,5258,123,115,188,6,103,4
C137886,59,2344208,101,6363,308,34,88,66,7,0
C137887,61,319480,96,6480,330,99,179,10,16,4
C137888,38,395069,10,5505,311,55,23,97,8,1
C137889,37,1328339,70,14099,129,31,26,94,15,1
C137890,55,491238,205,1040,211,26,144,46,12,1
C137891,18,409176,70,2050,357,77,176,26,74,4
C137892,52,1597425,228,4180,176,4,113,22,12,0
C137893,45,2713580,33,13771,267,69,150,38,86,2
C137894,24,1798074,130,369,174,15,139,94,23,0
C137895,60,2686819,80,6663,43,94,55,31,45,2
C137896,61,1689747,40,3259,250,13,1,76,104,2
C137897,26,1935890,153,2351,58,124,117,71,79,4
C137898,18,1273903,84,7640,204,141,81,41,44,4
C137899,53,2482265,219,1588,47,131,34,99,35,3
C137900,51,1927048,46,7816,310,141,47,7,12,2
C137901,51,2807120,143,2830,132,82,141,58,118,0
C137902,34,795324,232,14558,349,96,136,22,22,3
C137903,49,1966106,74,12998,149,121,168,15,41,4
C137904,19,1401081,230,2007,309,108,113,5,86,3
C137905,53,1325224,219,11674,308,88,119,34,38,3
C137906,42,613392,145,1589,66,101,62,3,113,3
C137907,60,2198904,86,8731,193,76,147,71,9,0
C137908,68,2674725,231,1259,14,9,39,24,1,0
C137909,43,1436295,14,10712,172,43,26,93,7,2
C137910,62,402989,113,6973,350,11,150,42,106,1
C137911,43,419695,235,11382,43,147,160,50,28,4
C137912,38,1041706,156,4977,77,134,167,76,84,4
C137913,35,171815,249,4102,339,8,162,92,76,1
C137914,46,2244655,246,4360,188,69,103,38,44,0
C137915,68,469547,72,5693,201,146,119,13,77,4
C137916,41,444864,136,13686,256,68,194,1,31,4
C137917,64,2501072,29,7277,106,64,55,25,104,2
C137918,45,1480475,41,10206,316,21,90,58,56,1
C137919,29,325001,193,12430,252,28,140,76,92,1
C137920,28,518586,109,4989,318,73,131,32,90,1
C137921,44,1227188,54,10074,35,122,34,88,115,2
C137922,40,783751,201,5178,32,99,96,5,88,3
C137923,50,1766378,8,1709,124,133,80,19,95,2
C137924,33,2367801,132,11571,240,29,3,65,25,2
C137925,45,1427834,213,3002,148,38,10,75,117,3
C137926,45,2962924,121,3721,60,102,127,17,87,0
C137927,62,153806,69,4853,183,4,181,52,74,1
C137928,55,2252978,105,9887,93,102,197,60,23,4
C137929,23,164808,192,9407,208,145,120,82,56,3
C137930,59,403098,241,4998,42,121,64,94,8,3
C137931,46,205655,58,5425,101,76,6,23,95,1
C137932,51,1908618,41,10458,162,104,33,72,26,2
C137933,20,626623,41,12864,72,67,174,21,37,4
C137934,23,675026,230,11567,311,108,174,89,40,4
C137935,65,425150,215,6646,246,41,196,36,88,1
C137936,55,907985,246,2624,120,1,31,45,99,1
C137937,30,902308,116,12464,43,147,74,55,104,3
C137938,53,2867194,215,5506,229,118,54,0,85,3
C137939,32,1430392,187,5644,14,31,124,85,62,0
C137940,23,814380,130,6776,35,11,158,86,55,1
C137941,50,485480,195,5150,240,42,124,20,30,1
C137942,58,600647,11,8369,11,7,188,85,73,1
C137943,29,980997,28,7574,180,39,81,98,65,1
C137944,60,472630,116,7660,330,79,194,5,44,4
C137945,30,873371,131,10059,241,101,19,30,15,3
C137946,50,2721549,201,13543,238,79,115,98,62,0
C137947,68,248619,224,14285,231,40,111,42,115,1
C137948,45,2400878,237,14863,309,48,45,56,13,0
C137949,53,314390,180,3598,301,47,152,10,88,1
C137950,22,1463192,238,8451,172,123,93,68,36,3
C137951,42,2696560,74,7824,109,29,93,13,53,2
C137952,34,1207732,241,13008,10,86,111,17,26,3
C137953,54,774778,140,14023,142,120,23,44,27,3
C137954,36,1727091,172,2929,84,120,159,88,50,4
C137955,52,549520,184,9361,344,131,68,58,71,3
C137956,60,1546115,148,9992,258,119,5,65,82,3
C137957,51,2417300,189,11574,87,5,46,17,44,0
C137958,63,2729283,169,5350,352,52,3,59,69,2
C137959,23,598737,140,14111,26,103,76,48,68,3
C137960,36,784694,9,4200,250,51,140,57,54,1
C137961,18,1074383,25,14581,204,114,171,71,83,4
C137962,24,1618746,203,9341,64,14,155,53,18,0
C137963,51,2873319,9,3173,48,79,186,42,106,2
C137964,36,1406111,237,3375,253,87,138,99,109,0
C137965,50,2258956,109,6347,64,8,6,41,81,2
C137966,43,2660433,141,14823,275,68,46,99,108,2
C137967,58,366250,141,13266,314,21,13,46,96,1
C137968,66,2002342,135,7823,181,144,4,15,10,3
C137969,59,1774951,140,9300,331,43,14,66,56,2
C137970,44,2519986,169,9571,259,52,169,2,13,0
C137971,55,475525,215,6855,192,140,138,43,29,3
C137972,43,274639,27,4066,129,79,50,11,32,1
C137973,52,2587739,220,3020,216,142,178,37,53,0
C137974,37,1154627,159,5828,260,125,124,30,109,4
C137975,41,925035,64,6082,63,132,10,15,118,3
C137976,64,1425137,56,1476,89,1,155,34,48,1
C137977,38,980999,34,12580,28,49,75,99,53,1
C137978,43,1265033,12,7427,222,31,156,2,6,1
C137979,37,302098,68,3778,146,74,79,2,118,1
C137980,23,1202647,20,12365,129,58,11,62,72,2
C137981,20,1929598,164,4039,57,141,67,93,114,3
C137982,27,1240153,195,14993,19,109,25,51,51,3
C137983,29,2397437,93,10965,68,131,85,66,112,2
C137984,50,2487188,113,9890,17,21,5,47,19,2
C137985,39,2871553,198,11478,304,63,177,23,50,0
C137986,33,2215355,69,11964,198,53,59,82,26,2
C137987,34,2609586,63,11210,318,97,41,72,89,2
C137988,27,2469975,171,3132,226,73,99,14,63,0
C137989,29,2714269,99,6717,115,93,92,90,79,2
C137990,36,674000,140,9225,319,90,3,11,36,3
C137991,57,2045925,55,2292,0,9,175,95,86,1
C137992,40,1778711,102,12290,87,11,15,74,98,2
C137993,57,2409116,47,12651,8,123,131,97,90,2
C137994,27,1171327,212,12259,299,23,156,54,93,0
C137995,27,923949,217,11550,79,56,112,13,1,1
C137996,67,2249478,96,5467,108,122,33,28,22,2
C137997,27,1428167,116,3794,192,12,174,48,105,1
C137998,56,1057259,121,2435,290,12,67,80,68,1
C137999,47,1006573,195,10511,292,89,160,91,25,4
C138000,21,263882,110,14137,160,6,144,12,27,1
C138001,18,1320398,190,5325,14,66,111,96,11,0
C138002,60,2643490,119,3508,348,119,126,44,108,4
C138003,36,1764592,247,13487,323,120,105,62,61,3
C138004,22,634428,63,2611,9,58,9,4,112,1
C138005,47,853491,1,1964,41,42,1,24,49,1
C138006,43,672550,129,7159,14,123,106,20,51,4
C138007,57,544328,66,5927,309,79,142,57,26,4
C138008,51,1329094,244,13877,44,79,148,70,55,0
C138009,19,426842,141,13501,218,97,25,80,63,3
C138010,41,1550717,82,14960,34,10,14,56,52,1
C138011,31,859789,106,9443,116,94,180,16,79,4
C138012,58,729854,106,12929,137,12,6,55,0,1
C138013,59,686623,237,5322,227,86,19,21,107,3
C138014,30,1953979,85,6721,127,131,32,29,87,2
C138015,46,1540067,194,6363,77,74,39,82,99,3
C138016,18,1895170,216,8821,35,99,59,94,67,3
C138017,63,896554,70,13866,272,103,100,53,51,4
C138018,51,193188,64,14105,112,130,84,82,12,4
C138019,21,154566,195,13477,149,108,132,90,28,4
C138020,45,1035630,50,12526,81,65,66,92,109,1
C138021,36,1358068,78,7034,176,31,171,92,117,1
C138022,18,2720169,31,11401,177,127,123,79,19,2
C138023,53,2976339,222,2582,361,68,9,37,69,3
C138024,60,1522037,137,8228,54,18,163,51,62,0
C138025,30,2744834,65,3609,16,17,187,47,55,0
C138026,67,2201907,102,2025,194,40,90,15,38,0
C138027,59,965639,183,2684,281,6,108,99,54,1
C138028,22,2556489,239,6511,74,145,136,22,63,3
C138029,50,1401817,29,2869,13,148,184,5,65,4
C138030,31,2187052,217,9878,76,55,108,41,18,0
C138031,33,337241,39,560,17,42,156,7,70,1
C138032,49,218002,212,996,138,51,188,67,37,1
C138033,67,366501,140,7584,300,111,40,74,92,3
C138034,44,736471,34,9544,1,134,17,95,46,3
C138035,52,2199001,150,11377,79,111,170,17,109,4
C138036,20,1498320,236,6618,280,33,157,58,59,0
C138037,21,1242553,188,4345,6,86,159,42,57,4
C138038,24,2683164,206,10272,254,92,10,19,104,3
C138039,30,453776,58,9660,61,9,56,59,64,1
C138040,58,1845510,220,5138,312,97,74,94,59,3
C138041,20,788689,63,6696,208,61,112,25,80,1
C138042,34,794088,187,14568,342,77,80,37,87,3
C138043,64,2811993,71,2954,330,105,178,26,90,4
C138044,27,635283,126,11276,115,127,33,65,107,3
C138045,64,2852310,6,14156,355,33,150,76,1,2
C138046,18,2513972,36,9212,101,116,22,89,24,2
C138047,45,1452484,32,10595,322,126,119,2,49,4
C138048,27,1351350,237,11944,208,95,198,42,13,0
C138049,24,2799976,59,6186,185,15,74,25,81,2
C138050,56,2308570,247,4379,210,16,156,90,19,0
C138051,20,1485321,218,9001,283,67,110,37,48,0
C138052,24,516058,182,7771,285,116,74,76,42,3
C138053,26,2483978,70,6537,232,108,27,77,76,2
C138054,57,736238,34,5839,193,132,140,66,54,4
C138055,52,2822612,171,14262,268,3,95,2,111,0
C138056,43,2212725,176,486,81,22,97,68,23,0
C138057,22,1977670,50,13488,74,49,75,63,50,2
C138058,30,1453361,157,14842,63,103,168,70,102,4
C138059,62,1951026,6,1613,30,7,110,79,46,2
C138060,47,391887,65,7894,166,110,60,33,50,3
C138061,57,2156936,136,9582,136,40,127,78,17,0
C138062,67,971866,121,3535,246,119,29,16,61,3
C138063,56,1048060,72,5457,284,50,67,84,72,1
C138064,27,1812429,154,5643,242,16,76,20,41,0
C138065,59,992834,150,8631,308,145,73,24,106,3
C138066,40,2152711,109,6334,191,138,197,2,93,4
C138067,28,2369381,16,11966,59,7,71,5,24,2
C138068,29,2029020,202,7414,71,58,68,87,93,0
C138069,30,2349482,145,1458,353,70,18,91,111,2
C138070,57,2845756,237,10412,106,145,68,75,116,3
C138071,66,1565262,72,14815,64,112,10,60,42,2
C138072,63,1895573,114,10691,350,121,22,55,75,3
C138073,66,2205687,84,12555,309,87,29,6,95,2
C138074,68,1571981,241,10869,159,139,122,59,97,3
C138075,33,1655810,193,11473,308,141,54,36,62,3
C138076,26,918991,181,10555,192,18,12,77,92,1
C138077,69,200461,108,9009,353,137,91,15,20,4
C138078,27,947869,60,8720,283,101,197,84,43,4
C138079,46,2013845,31,9483,122,140,187,5,70,4
C138080,26,2230016,126,5572,267,58,60,89,70,2
C138081,50,1624511,150,13467,26,30,122,59,25,0
C138082,41,1848340,107,4318,265,32,150,6,98,0
C138083,52,1903924,25,11510,192,112,191,40,89,4
C138084,28,2780697,243,7902,184,125,6,62,1,3
C138085,56,630510,76,14682,76,38,144,64,69,1
C138086,67,370114,157,2706,335,122,8,12,58,3
C138087,30,1481264,66,4721,215,61,186,85,12,4
C138088,40,1596223,14,3915,302,3,134,89,31,1
C138089,42,1046989,50,984,177,112,166,72,48,4
C138090,67,2817529,88,10211,29,52,135,66,3,0
C138091,33,315799,25,3824,14,140,58,78,103,4
C138092,65,2166947,111,7520,99,85,90,10,100,2
C138093,38,1735943,24,6812,52,21,40,87,102,2
C138094,27,1942954,140,8274,101,30,57,47,9,0
C138095,58,633348,3,5415,305,75,66,63,17,1
C138096,57,1329634,79,14522,167,59,9,76,50,2
C138097,36,1684131,45,2437,71,61,128,16,115,2
C138098,52,648766,74,9174,333,39,139,58,67,1
C138099,45,1493620,138,9301,83,43,167,80,15,0
C138100,58,486547,40,11752,236,95,66,91,81,1
C138101,19,1494277,42,10987,22,92,190,13,20,4
C138102,68,2514807,27,6708,255,113,189,41,93,4
C138103,47,2543054,190,624,228,71,107,39,65,0
C138104,57,1704995,6,10755,278,129,158,27,74,4
C138105,67,1458755,166,11146,321,127,166,62,27,4
C138106,57,2223371,158,4633,356,39,80,67,39,0
C138107,22,1998606,137,14044,204,8,119,26,64,0
C138108,55,1173796,232,6809,319,9,113,60,34,0
C138109,59,2333319,33,5684,175,33,32,13,23,2
C138110,32,2696941,151,1190,187,106,99,88,66,2
C138111,53,2147100,246,3244,107,92,101,43,38,0
C138112,20,426870,21,11110,236,79,188,37,71,4
C138113,41,2286193,115,4614,312,43,1,77,25,2
C138114,58,1511470,65,5072,1,147,156,32,74,4
C138115,65,2431298,232,5930,291,27,131,7,30,0
C138116,65,222232,111,393,336,67,197,59,18,4
C138117,64,2658784,76,14943,303,70,135,21,97,2
C138118,58,518406,163,8171,312,105,89,73,39,3
C138119,66,1503393,174,5386,328,14,68,42,119,1
C138120,29,2420674,151,13509,48,72,95,51,15,0
C138121,25,2414118,118,1886,105,89,129,22,30,0
C138122,31,2600482,98,13702,164,48,114,63,115,2
C138123,35,2021201,98,11619,72,85,165,32,8,4
C138124,61,1679406,219,1986,180,91,77,42,113,3
C138125,63,2305626,96,6266,132,60,38,76,97,2
C138126,37,2599584,179,4984,19,82,25,4,8,3
C138127,40,1604208,147,883,35,15,180,89,34,0
C138128,22,2607525,210,10555,214,116,121,89,55,0
C138129,18,1038000,200,8490,136,39,144,26,108,1
C138130,62,771992,113,9602,198,146,5,82,27,3
C138131,63,2272845,227,3325,74,24,8,20,40,0
C138132,19,2273185,176,10216,332,148,179,11,101,4
C138133,33,1068192,113,12101,112,106,121,28,27,4
C138134,22,1514946,100,14596,89,65,170,11,58,4
C138135,39,1738862,113,13920,329,65,103,73,84,2
C138136,18,1061087,177,6985,212,128,189,49,20,4
C138137,29,154907,156,6653,208,6,52,97,55,1
C138138,36,1362780,228,317,316,89,70,64,87,3
C138139,39,1674227,102,7250,316,30,154,66,96,0
C138140,59,1051695,54,8024,197,80,32,35,31,2
C138141,61,2049923,236,2385,17,109,81,90,42,3
C138142,68,2088229,244,10319,327,130,84,60,112,3
C138143,65,1636706,231,11984,218,26,74,92,96,0
C138144,34,2188524,40,5773,291,143,166,28,45,4
C138145,30,846270,178,4614,32,95,22,96,98,3
C138146,56,175117,249,9777,237,6,90,48,116,1
C138147,45,256213,5,12574,48,21,119,75,44,1
